"taxon_code","gbif_accepted_taxon_id","gbif_accepted_scientific_name","Forma_2015","FormaPBDY_2018"
"CLUSAM-Clusia 'amarilla'",3189424,"Clusia","HW",""
"CLUS_A-Clusia sp. A",3189424,"Clusia","HW",""
"CLUS_D-Clusia sp. D",3189424,"Clusia","HW",""
"CLUS_DD-Clusia sp. DD",3189424,"Clusia","HW",""
"CLUS_F-Clusia sp. F",5556500,"Clusia flavida","HW",""
"CLUS_HH-Clusia sp. HH",3189424,"Clusia","HW",""
"CLUS_I-Clusia sp. I",3189424,"Clusia","HW",""
"CLUS_JJ-Clusia sp. JJ",3189424,"Clusia","HW",""
"CLUS_LL-Clusia sp. LL",3189424,"Clusia","HW",""
"CLUS_N-Clusia sp. N",3189424,"Clusia","HW",""
"CLUS_P-Clusia sp. P",3189424,"Clusia","HW",""
"CLUS_PIN-Clusia spp. (partes indet. a sp.)",3189424,"Clusia","HW",""
"CLUS_RR-Clusia sp. RR",3189424,"Clusia","HW",""
"CLUS_X-Clusia sp. X",3189424,"Clusia","HW",""
"CLUS_Y-Clusia sp. Y",3189424,"Clusia","HW",""
"CLUS_ZZ-Clusia sp. ZZ",3189424,"Clusia","HW",""
"COCCDE-Coccoloba densifrons",4032930,"Coccoloba densifrons","TM","M"
"COCCLA-Coccoloba 'lancifuzz'",2888822,"Coccoloba","TC","T"
"COCCNI-Coccoloba 'ninfi'",2888822,"Coccoloba","TC","T"
"COCCP1-COCCPB-Coccoloba 'puntoblanco'",2888822,"Coccoloba","TU","U"
"COCC_B-Coccoloba sp. B",2888822,"Coccoloba","T?",""
"COLUTE-Columnea tenensis",5592006,"Columnea tenensis","XT",""
"COMBSU-Combretum 'subsesil'",2986357,"Combretum","CW",""
"COMB_I-Combretum sp. I",2986357,"Combretum","CW",""
"COMB_J-Combretum sp. J",2986357,"Combretum","CW",""
"COMB_K-Combretum sp. K",2986357,"Combretum","CW",""
"COMPCA-Compsoneura capitellata",5564567,"Compsoneura capitellata","TM","M"
"COMPUL-Compsoneura ulei",5564439,"Compsoneura ulei","TM","M"
"CONCGU-CONCRH-Conceveiba guianensis",3074954,"Conceveiba rhytidocarpa","TU","U"
"CONNAM-Connarus 'amazonicum'",7971794,"Rourea amazonica","CW",""
"CONNCO-Connarus 'comun'",3686580,"Connarus punctatus","CW",""
"CONN_C-Connarus sp. C",3032531,"Connarus","CW",""
"CONV_A-Convolvulaceae sp. A",5549216,"Maripa pauciflora","CW",""
"CORDA1-CORDCO-Cordia 'aspera'",5341261,"Cordia collococca","TM","M"
"CORDCH-Cordia chamissoniana",7294411,"Cordia chamissoniana","TC","T"
"CORDHE-Cordia hebeclada",5661992,"Cordia hebeclada","TC","T"
"CORDNO-Cordia nodosa",7295069,"Cordia nodosa","SL","S"
"CORD_A-Cordia sp. A",2900865,"Cordia","T?",""
"COR_B-Cordia sp. B",2900865,"Cordia","T?",""
"COST_B-Costus sp. B",2756771,"Costus","XT",""
"COST_D-Costus sp. D",2756771,"Costus","XT",""
"COST_E-Costus sp. E",2756771,"Costus","XT",""
"COU1OB-COUEOB-Couepia  obovata",2984827,"Couepia obovata","TM","M"
"COU3GU-COUTGU-Couratari guianensis",3083111,"Couratari guianensis","TC","T"
"COU4AS-COSSAS-Coussapoa asperifolia",7316403,"Coussapoa asperifolia","HW","H"
"COU4BI-Coussapoa 'billosa'",7316389,"Coussapoa","HW",""
"COU4OR-COSSOR-Coussapoa orthoneura",4013222,"Coussapoa orthoneura","HW","E"
"COU4_B-Coussapoa sp. B",7316389,"Coussapoa","HW",""
"COU4_G-Coussapoa sp. G",7316389,"Coussapoa","HW",""
"COU5CR-RUDGBR-Cossarea 'crassa'",2910863,"Rudgea bracteata","TU","U"
"COU5DU-COUSDU-Coussarea dulcifolia",2904851,"Coussarea dulcifolia","SL","S"
"CREMBR-CREMCA-Cremastosperma 'brilla'",3154030,"Cremastosperma cauliflorum","TM","U"
"CREMGR-Cremastosperma gracilipes",3154032,"Cremastosperma gracilipes","SL","S"
"CREPRH-Crepidospermum rhoifolium",3992648,"Crepidospermum rhoifolium","TM","M"
"CRYPNO-Cryptocarya 'nori'",8132198,"Cryptocarya yasuniensis","TC","T"
"CUC_C-Cucurbitaceae sp. C",6634,"Cucurbitaceae","C?",""
"CUC_E-Cucurbitaceae sp. E",2874613,"Cayaponia","C?",""
"CUC_I-Cucurbitaceae sp. I",6634,"Cucurbitaceae","C?",""
"CUC_K-Cucurbitaceae sp. K",6634,"Cucurbitaceae","C?",""
"CUC_O-Cucurbitaceae sp. O",6634,"Cucurbitaceae","C?",""
"CUC_R-Cucurbitaceae sp. R",7317515,"Gurania","C?",""
"CUC_S-Cucurbitaceae sp. S",6634,"Cucurbitaceae","C?",""
"CUC_U-Cucurbitaceae sp. U",2874613,"Cayaponia","C?",""
"CUC_V-Cucurbitaceae sp. V",6634,"Cucurbitaceae","C?",""
"CUPACI-Cupania cinerea",3785984,"Cupania cinerea","TC","T"
"CUPALI-Cupania livida",3785240,"Cupania livida","TC","T"
"CYBIAN-Cybianthus anthuriophyllus",3718992,"Cybianthus anthuriophyllus","SL","S"
"CYM1CO-CYMBCO-Cymbopetalum coriaceum",3157862,"Cymbopetalum coriaceum","SL","S"
"Cabralea",7271426,"Cabralea","",""
"Cactaceae",2519,"Cactaceae","",""
"Calliandra",2981784,"Calliandra","",""
"Callichlamys",3233574,"Callichlamys","",""
"Calophyllaceae",4907584,"Calophyllaceae","",""
"Calophyllum",3189443,"Calophyllum","",""
"Calycophyllum",2903995,"Calycophyllum","",""
"Calyptranthes",3181245,"Calyptranthes","",""
"Campanulaceae",8801,"Campanulaceae","",""
"Cannabaceae",2384,"Cannabaceae","",""
"Capirona",2909262,"Capirona","",""
"Capparaceae",3111,"Capparaceae","",""
"Capparidaceae",3111,"Capparaceae","",""
"Capparidastrum",6370671,"Capparidastrum","",""
"Capparis",3054191,"Capparis","",""
"Caraipa",7330048,"Caraipa","",""
"Carica",2874482,"Carica","",""
"Caricaceae",6636,"Caricaceae","",""
"Carpotroche",7274050,"Carpotroche","",""
"Caryocar",3189661,"Caryocar","",""
"Caryocaraceae",6647,"Caryocaraceae","",""
"Caryodendron",3055896,"Caryodendron","",""
"Casearia",2874105,"Casearia","",""
"Castilla",2984557,"Castilla","",""
"Cathedra",3232586,"Cathedra","",""
"Cayaponia",2874613,"Cayaponia","",""
"Cecropia",2984472,"Cecropia","",""
"Cecropia latiloba",4013210,"Cecropia latiloba","",""
"Cecropia putumayonis",4013126,"Cecropia putumayonis","",""
"Cecropiaceae",2383,"Cecropiaceae","",""
"Cedrela",3190510,"Cedrela","",""
"Cedrelinga",2976173,"Cedrelinga","",""
"Ceiba",3152218,"Ceiba","",""
"Celastraceae",6715,"Celastraceae","",""
"Celtis",2984479,"Celtis","",""
"Centropogon",7815589,"Centropogon","",""
"Cervantesiaceae",4934723,"Cervantesiaceae","",""
"Cheiloclinium",7265392,"Cheiloclinium","",""
"Chimarrhis",2918950,"Chimarrhis","",""
"Chomelia",2903121,"Chomelia","",""
"Chrysobalanaceae",9111,"Chrysobalanaceae","",""
"Chrysochlamys",3231115,"Chrysochlamys","",""
"Chrysophyllum",2885576,"Chrysophyllum","",""
"Cissampelos",3033936,"Cissampelos","",""
"Cissus",3039160,"Cissus","",""
"Cladocolea",3232632,"Cladocolea","",""
"Clarisia",3234568,"Clarisia","",""
"Clavija",7313189,"Clavija","",""
"Clidemia",3188558,"Miconia","",""
"Clitoria",2946499,"Clitoria","",""
"Clusia",3189424,"Clusia","",""
"Clusiaceae",6646,"Clusiaceae","",""
"Coccoloba",2888822,"Coccoloba","",""
"Columnea",3172890,"Columnea","",""
"Combretaceae",2431,"Combretaceae","",""
"Combretum",2986357,"Combretum","",""
"Commelina",2763939,"Commelina","",""
"Commelinaceae",2763195,"Commelinaceae","",""
"Compsoneura",3231414,"Compsoneura","",""
"Conceveiba",3074933,"Conceveiba","",""
"Connaraceae",6669,"Connaraceae","",""
"Connarus",3032531,"Connarus","",""
"Convolvulaceae",2389,"Convolvulaceae","",""
"Cordia",2900865,"Cordia","",""
"Cordia alliodora",7649215,"Cordia alliodora","",""
"Cordiaceae",4930453,"Cordiaceae","",""
"Cossarea",2904739,"Coussarea","",""
"Costaceae",4492,"Costaceae","",""
"Costus",2756771,"Costus","",""
"Couepia",2984768,"Couepia","",""
"Coulaceae",4928321,"Coulaceae","",""
"Couratari",3083098,"Couratari","",""
"Coussapoa",7316389,"Coussapoa","",""
"Coussarea",2904739,"Coussarea","",""
"Cremastosperma",3154020,"Cremastosperma","",""
"Crepidospermum",7286748,"Crepidospermum","",""
"Cryptocarya",3011993,"Cryptocarya","",""
"Cucurbitaceae",6634,"Cucurbitaceae","",""
"Cuervea",7265630,"Cuervea","",""
"Cupania",3189959,"Cupania","",""
"Cybianthus",3169407,"Cybianthus","",""
"Cyclanthaceae",7703,"Cyclanthaceae","",""
"Cymbopetalum",3157828,"Cymbopetalum","",""
"Cynanchum",3170354,"Cynanchum","",""
"DACRGO-Dacryodes 'gorda'",3190454,"Dacryodes","TM","M"
"DACRPE-Dacryodes peruviana",7286858,"Dacryodes peruviana","TM","M"
"DALBMO-Dalbergia monetaria",8743558,"Dalbergia ovalis","CW",""
"DAVI_A-Davilla sp. A",7303996,"Davilla rugosa","CW",""
"DEN1BO-DENBBO-Dendrobangia boliviana",3596663,"Dendrobangia boliviana","TM","M"
"DEN2AR-DENDAR-Dendropanax arboreus",3035093,"Dendropanax arboreus","TC","T"
"DEN2GR-DENDCA-Dendropanax 'grande'",3035067,"Dendropanax caucanus","TM","M"
"DEN2QU-DENDQU-Dendropanax 'quercetorum'",3034993,"Dendropanax querceti","SL","S"
"DESMOR-Desmoncus orthacanthos",2738830,"Desmoncus giganteus","CW",""
"DIALGU-Dialium guianense",2971008,"Dialium guianense","TC","T"
"DIC1HE-Dichorisandra hexandra",8326180,"Dichorisandra hexandra","CH",""
"DIC1_A-Dichorisandra sp. A",2764389,"Commelina erecta","XT",""
"DICEJU-Dicella julianii",5634579,"Dicella julianii","CW",""
"DICH_A-Dichapetalum sp. A",7309866,"Dichapetalum","CW",""
"DICH_B-Dichapetalum sp. B",7309866,"Dichapetalum","CW",""
"DICRHO-Dicranostyles holostyla",3680604,"Dicranostyles holostyla","CW",""
"DICR_C-Dicranostyles sp. C",7324361,"Dicranostyles","CW",""
"DICR_I-Dicranostyles sp. I",3680625,"Dicranostyles globostigma","CW",""
"DICR_J-Dicranostyles sp. J",7324361,"Dicranostyles","CW",""
"DIEF_A-Dieffenbachia sp. A",2869330,"Dieffenbachia","XT",""
"DILKP1-DILKPA-Dilkea parviflora",3586537,"Dilkea retusa","TU","U"
"DILK_H-Dilkea sp. H",7313332,"Dilkea","-",""
"DIME_A-Dimerocostus sp. A",2756979,"Dimerocostus strobilaceus","XT",""
"DIO1_A-Dioscorea sp. A",2754367,"Dioscorea","CH",""
"DIO1_B-Dioscorea sp. B",2754367,"Dioscorea","CH",""
"DIO2PS-DIOSPS-Diospyros pseudoxylopia",4070387,"Diospyros pseudoxylopia","TC","T"
"DIO2SI-DIOSSU-Diospyros 'simibrachy'",4070210,"Diospyros subrotata","TM","M"
"DIOC_A-Dioclea sp. A",10954319,"Macropsychanthus comosus","CW",""
"DIOC_C-Dioclea sp. C",2974376,"Dioclea","CW",""
"DIOC_G-Dioclea sp. G",2974376,"Dioclea","CW",""
"DIOC_H-Dioclea sp. H",2974376,"Dioclea","CW",""
"DIPL_B-Diplotropis sp. B",2960676,"Diplotropis","CW",""
"DIS1_A-Distictella sp. A",3172588,"Amphilophium","CW",""
"DISCGU-Discophora guianensis",8066826,"Discophora guianensis","TM","M"
"DISP_A-Disciphania sp. A",7268753,"Disciphania","C?",""
"DISP_B-Disciphania sp. B",7268753,"Disciphania","C?",""
"DISP_V-Disciphania sp. V",3830628,"Disciphania killipii","CW",""
"DOLI_A-Doliocarpus sp. A",3083497,"Doliocarpus","CW",""
"DRACLO-Dracontium longipes",5330705,"Dracontium longipes","XT",""
"DRYMCO-Drymonia coccinea",5591185,"Drymonia coccinea","C?",""
"DRYPAM-Drypetes amazonica",3075969,"Drypetes amazonica","TM","M"
"DRYPVA-Drypetes variabilis",3075850,"Drypetes variabilis","TC","T"
"DUGUCO-Duguetia 'cortaten'",3157467,"Duguetia","TC","T"
"DUGUHA-Duguetia hadrantha",3157624,"Duguetia hadrantha","TU","U"
"DUGUQU-Duguetia quitarensis",3157592,"Duguetia quitarensis","TM","M"
"DUGUSP-Duguetia spixiana",3157492,"Duguetia spixiana","TM","M"
"DULACA-Dulacia candida",3685635,"Dulacia candida","TU","U"
"DUROHI-Duroia hirsuta",2892105,"Duroia hirsuta","TU","U"
"DUSSDE-Dussia 'delgada'",2968226,"Dussia","TC","T"
"DUSSPE-Dussia 'pelosblancos'",2968226,"Dussia","TC","T"
"DUSS_A-DUSSTE-Dussia sp. A",2968237,"Dussia tessmannii","TC","T"
"Dacryodes",3190454,"Dacryodes","",""
"Dalbergia",2968358,"Dalbergia","",""
"Davilla",3234608,"Davilla","",""
"Dendrobangia",7314371,"Dendrobangia","",""
"Dendropanax",3034954,"Dendropanax","",""
"Desmoncus",2738753,"Desmoncus","",""
"Dialium",2970932,"Dialium","",""
"Dicella",3231254,"Dicella","",""
"Dichapetalaceae",3231311,"Dichapetalaceae","",""
"Dichapetalum",7309866,"Dichapetalum","",""
"Dichorisandra",2763579,"Dichorisandra","",""
"Dicranostyles",7324361,"Dicranostyles","",""
"Didymopanax",6419087,"Didymopanax","",""
"Dieffenbachia",2869330,"Dieffenbachia","",""
"Dilkea",7313332,"Dilkea","",""
"Dilleniaceae",2511,"Dilleniaceae","",""
"Dimerocostus",2756978,"Dimerocostus","",""
"Dioclea",2974376,"Dioclea","",""
"Dioscorea",2754367,"Dioscorea","",""
"Dioscoreaceae",7694,"Dioscoreaceae","",""
"Diospyros",3030169,"Diospyros","",""
"Diplopterys",7284911,"Diplopterys","",""
"Diplotropis",2960676,"Diplotropis","",""
"Disciphania",7268753,"Disciphania","",""
"Discophora",3234385,"Discophora","",""
"Distictella",3172588,"Amphilophium","",""
"Dolichandra",6401165,"Dolichandra","",""
"Doliocarpus",3083497,"Doliocarpus","",""
"Dracontium",7392210,"Dracontium","",""
"Drymonia",3233484,"Drymonia","",""
"Drypetes",3075615,"Drypetes","",""
"Duguetia",3157467,"Duguetia","",""
"Dulacia",8205552,"Dulacia","",""
"Duroia",2892076,"Duroia","",""
"Dussia",2968226,"Dussia","",""
"ECTOSO-Ectopopterys soejartoi",3986363,"Ectopopterys soejartoi","CW",""
"ELA2GL-ELAEGL-Elaeoluma glabrescens",2886343,"Elaeoluma glabrescens","TC","T"
"ENDLBU-Endlicheria 'burbujas'",7304104,"Endlicheria","TM","M"
"ENDLDO-Endlicheria 'dori'",7304104,"Endlicheria","TC","T"
"ENDLEL-ENDLFO-Endlicheria 'else'",4176428,"Endlicheria formosa","TM","M"
"ENDLFA-Endlicheria 'falsadyso'",7304104,"Endlicheria","TM","M"
"ENDLPL-Endlicheria 'platagigante'",7304104,"Endlicheria","TM","M"
"ENDLTE-Endlicheria tessmannii",4176500,"Endlicheria directonervia","TM","M"
"ENDLTS-Endlicheria tschudyana",4183476,"Endlicheria tschudyana","TM","U"
"ENTA_A-Entada sp. A",2976278,"Entada polyphylla","CW",""
"ENTEBA-Enterolobioum barnebianum",2961143,"Enterolobium barnebianum","TC","T"
"EPIP_A-Epiphyllum sp. A",5384030,"Epiphyllum phyllanthus","EH",""
"ERIOGL-Eriotheca globosa",4073732,"Eriotheca globosa","TC","T"
"ERISUN-Erisma uncinatum",5650915,"Erisma uncinatum","TC","T"
"ERY2EC-ERYOMA-Erythroxylum 'ecuadorense'",3693986,"Erythroxylum macrophyllum ecuadorense","TU","U"
"ERY2MA-ERYOMA-Erythroxylum macrophyllum",7284812,"Erythroxylum macrophyllum macrophyllum","TU","U"
"ERY2SQ-ERYOSQ-Erythroxylum squamatum",7284874,"Erythroxylum squamatum","TU","U"
"ESCHBR-Eschweilera bracteosa",3083420,"Eschweilera bracteosa","TC","T"
"ESCHCO-Eschweilera 'cori'",3083231,"Eschweilera coriacea","TC","T"
"ESCHG1-ESCHGI-Eschweilera 'giga'",3083183,"Eschweilera","TC","T"
"ESCHKI-ESCHGG-Eschweilera 'kim'",3083314,"Eschweilera gigantea","TC","T"
"ESCHP2-ESCHAN-Eschweilera 'purpura'",3083184,"Eschweilera andina","TM","M"
"ESCHRU-Eschweilera rufifolia",3083381,"Eschweilera rufifolia","TC","T"
"ESENAM-Esenbeckia amazonica",5593203,"Esenbeckia amazonica","TM","M"
"EUGEFE-Eugenia feijoi",5417684,"Eugenia feijoi","TC","T"
"EUGEFL-Eugenia florida",5417919,"Eugenia florida","TM","M"
"EUGEG1-EUGEGV-Eugenia 'granvariable'",3177662,"Eugenia","TM","M"
"EUGEG2-EUGEGR-Eugenia 'graneschweil'",6306443,"Eugenia longisepala","TM","M"
"EUGEG3-EUGEYA-Eugenia 'granplata'",5416992,"Eugenia yasuniana","TM","M"
"EUGELA-Eugenia lambertiana",5416727,"Eugenia lambertiana","TM","M"
"EUGEM3-EUGEMV-Eugenia 'medioperp-verde'",3177662,"Eugenia","TM","M"
"EUGEM4-EUGEMC-Eugenia macrocalyx",8275691,"Eugenia macrocalyx","TM","M"
"EUGEM7-EUGEMI-Eugenia 'minicomun'",6306444,"Eugenia pusilliflora","TM","M"
"EUGEM9-EUGEMU-Eugenia multirimosa",10607461,"Eugenia multirimosa","TM","M"
"EUGEMG-EUGEMA-Eugenia 'margot'",3177662,"Eugenia","TM","M"
"EUGEPA-Eugenia 'panosadorada'",3177662,"Eugenia","TM","M"
"EUGERA-Eugenia 'ramamarilla'",3177662,"Eugenia","TM","M"
"EUGES1-Eugenia 'smedbrosimoid'",3177662,"Eugenia","TM",""
"EUGES7-ZZMYSC-Eugenia 'smedcomun'",3177662,"Eugenia","TM","M"
"EUGESC-Eugenia schunkei",10330019,"Eugenia schunkei","TM","M"
"EUTEPR-Euterpe precatoria",5293425,"Euterpe precatoria","TM","T"
"EVO1_A-Evodianthus sp. A",2861089,"Evodianthus funifer","HV",""
"Ebenaceae",6709,"Ebenaceae","",""
"Ectopopterys",7285756,"Ectopopterys","",""
"Elaeocarpaceae",2435,"Elaeocarpaceae","",""
"Elaeoluma",2886342,"Elaeoluma","",""
"Endlicheria",7304104,"Endlicheria","",""
"Entada",2976182,"Entada","",""
"Enterolobioum",2961142,"Enterolobium","",""
"Enterolobium",2961142,"Enterolobium","",""
"Epiphyllum",3084180,"Epiphyllum","",""
"Eriotheca",7296175,"Eriotheca","",""
"Erisma",3231629,"Erisma","",""
"Erythropalaceae",4924615,"Erythropalaceae","",""
"Erythroxylaceae",6686,"Erythroxylaceae","",""
"Erythroxylum",2873937,"Erythroxylum","",""
"Eschweilera",3083183,"Eschweilera","",""
"Esenbeckia",3190391,"Esenbeckia","",""
"Eugenia",3177662,"Eugenia","",""
"Euphorbiaceae",4691,"Euphorbiaceae","",""
"Euterpe",7906352,"Euterpe","",""
"Evodianthus",2861088,"Evodianthus","",""
"FAB_CC-Fabaceae sp. CC",2968358,"Dalbergia","-",""
"FARACA-Faramea capillipes",2898189,"Faramea capillipes","TU","U"
"FARACR-FARATO-Faramea 'crasa'",2898072,"Faramea torquata","TM","M"
"FARAQU-Faramea quinqueflora",2898037,"Faramea quinqueflora","SL","S"
"FEVICO-Fevillea cordifolia",2874555,"Fevillea cordifolia","CW",""
"FICUBR-Ficus brevibracteata",5572614,"Ficus krukovii","HW",""
"FICUGO-Ficus gomelleira",5571029,"Ficus gomelleira","TC","T"
"FICUNY-Ficus nymphaeifolia",5570630,"Ficus nymphaeifolia","HT","T"
"FICUOB-Ficus obtusifolia",5361910,"Ficus obtusifolia","TC","T"
"FICUP2-Ficus 'perecose'",7944396,"Ficus pertusa","HW",""
"FICUPA-Ficus paraensis",5569960,"Ficus paraensis","HW",""
"FICUSC-FICUBA-Ficus schippii",5570840,"Ficus schippii","HT","T&H"
"FICUSU-Ficus 'subapiculata'",5572316,"Ficus americana subapiculata","HW",""
"FICUT1-FICUTR-Ficus trigona",7930239,"Ficus trigona","HT","T&H"
"FICU_BB-Ficus sp. BB",2984588,"Ficus","-",""
"FICU_CC-Ficus sp. CC",2984588,"Ficus","-",""
"FICU_D-Ficus sp.D",2984588,"Ficus","-",""
"FICU_DD-Ficus sp. DD",5571772,"Ficus quichuana","-",""
"FICU_EE-Ficus sp. EE",2984588,"Ficus","-",""
"FICU_G-Ficus sp.G",2984588,"Ficus","-",""
"FICU_GG-FICUPI-Ficus sp. GG",5569865,"Ficus crassivenosa","TC","T"
"FICU_H-Ficus sp.H",2984588,"Ficus","-",""
"FICU_K-Ficus sp.K",2984588,"Ficus","-",""
"FICU_KK-Ficus sp. KK",2984588,"Ficus","-",""
"FICU_PIN-Ficus spp. (partes indet. a sp.)",2984588,"Ficus","-",""
"FICU_S-Ficus sp.S",2984588,"Ficus","-",""
"FICU_S1-Ficus sp. S1 (semillas)",2984588,"Ficus","-",""
"FICU_S2-Ficus sp. S2 (semillas)",2984588,"Ficus","-",""
"FICU_S4-Ficus sp. S4 (semillas)",2984588,"Ficus","-",""
"FICU_S5-Ficus sp. S5 (semillas)",2984588,"Ficus","-",""
"FOSTAC-Fosteronia acouci",3618404,"Forsteronia acouci","CW",""
"FOSTAF-Fosteronia affinis",3618369,"Forsteronia affinis","CW",""
"Fabaceae",5386,"Fabaceae","",""
"Fabaceae-Caesalpiniodeae",5386,"Fabaceae","",""
"Fabaceae-Mimosoideae",5386,"Fabaceae","",""
"Fabaceae-Papilionoideae",5386,"Fabaceae","",""
"Faramea",2897889,"Faramea","",""
"Fevillea",2874554,"Fevillea","",""
"Ficus",2984588,"Ficus","",""
"Ficus insipida",6358534,"Ficus insipida","",""
"Flacourtiaceae",9725603,"Flacourtiaceae","",""
"Forsteronia",8171331,"Forsteronia","",""
"Fridericia",3233562,"Fridericia","",""
"GAR2BR-GARCBR-Garcinia brasiliensis",7329866,"Garcinia brasiliensis","TM","M"
"GAR2M1-GARCMC-Garcinia macrophylla",7727026,"Garcinia macrophylla","TC","T"
"GAR2M2-GARCMA-Garcinia madruno",3713863,"Garcinia madruno","TM","M"
"GENIAM-Genipa americana",2895593,"Genipa americana","TC","T"
"GEONBR-Geonoma brongniartii",2734168,"Geonoma brongniartii","SS",""
"GEONCO-Geonoma 'comun'",2734141,"Geonoma aspidiifolia","SL","S"
"GEONMA-Geonoma maxima",2734176,"Geonoma maxima","SL","S"
"GEONST-Geonoma stricta",7394764,"Geonoma stricta","SL","S"
"GEONTR-Geonoma triglochin",2734265,"Geonoma triglochin","SL","S"
"GEON_A-Geonoma sp. A",2734267,"Geonoma macrostachys","SS",""
"GESN_A-Gesneriaceae sp. A",5590850,"Drymonia macrophylla","C?",""
"GESN_H-Gesneriaceae sp. H",6654,"Gesneriaceae","-",""
"GESN_I-Gesneriaceae sp. I",6654,"Gesneriaceae","EH",""
"GES_G-Gesneriaceae sp. G",6654,"Gesneriaceae","CH",""
"GLOEEQ-Gloeospermum equatoriense",4075162,"Gloeospermum equatoriense","TU","U"
"GLOELO-Gloeospermum longifolium",4075066,"Gloeospermum longifolium","TU","U"
"GNET_A-Gnetum sp. A",2653091,"Gnetum","CW",""
"GOUACO-Gouania colombiana",5603088,"Gouania colombiana","CW",""
"GOUALU-Gouania lupuloides",3039434,"Gouania","CW",""
"GRIANE-Grias neuberthii",3082343,"Grias neuberthii","TC","T"
"GSN_B-Gesneriaceae sp. B",6654,"Gesneriaceae","CH",""
"GUAPCL-Guapira 'clasica'",3086054,"Guapira","TM","M"
"GUAPGR-Guapira 'granclasica'",3086054,"Guapira","TC","T"
