"taxon_code","gbif_accepted_taxon_id","gbif_accepted_scientific_name","Forma_2015","FormaPBDY_2018"
"GUAREC-Guarea ecuadoriensis",3852441,"Guarea ecuadoriensis","TM","M"
"GUARFI-Guarea fistulosa",3852308,"Guarea fistulosa","TU","U"
"GUARFU-GUARCA-Guarea 'fuzzydelgada'",3849565,"Guarea carinata","TC","T"
"GUARG1-GUARGI-Guarea 'gigakunth'",3190499,"Guarea","TC","T"
"GUARG3-GUARGO-Guarea gomma",3852128,"Guarea gomma","TC","T"
"GUARG4-GUARGR-Guarea grandifolia",3190500,"Guarea guidonia","TM","M"
"GUARG5-GUARGU-Guarea guentheri",3852025,"Guarea guentheri","TM","M"
"GUARKU-Guarea kunthiana",3851727,"Guarea kunthiana","TM","M"
"GUARM1-GUARMA-Guarea 'macrophylla#1'",3851437,"Guarea macrophylla pachycarpa","TM","M"
"GUARM2-GUARMA-Guarea 'macrophylla#2'",7271393,"Guarea macrophylla","TM","M"
"GUARM3-GUARMA-Guarea 'macrophylla#3'",7271393,"Guarea macrophylla","TM","M"
"GUARP1-GUARPB-Guarea pubescens",7846271,"Guarea pubescens","TM","M"
"GUARP2-GUARPU-Guarea purusana",3850489,"Guarea purusana","TC","T"
"GUARPT-Guarea pterorhachis",3850629,"Guarea pterorhachis","TM","M"
"GUARSI-Guarea silvatica",3850192,"Guarea silvatica","TM","M"
"GUATCA-GUATCI-Guatteria 'cachorro'",3155931,"Guatteria stipitata","TM","M"
"GUATG1-GUATGR-Guatteria 'grande'",3155688,"Guatteria asplundiana","TC","T"
"GUATG2-GUATGS-Guatteria 'gransmoothie'",5541644,"Annona edulis","TC","T"
"GUATMU-Guatteria multivenia",3155818,"Guatteria guianensis","TM","M"
"GUATP1-GUATPU-Guatteria 'pulvinada'",3155628,"Guatteria scalarinervia","TM","M"
"GUATP2-GUATPC-Guatteria 'punctomarron'",3155604,"Guatteria","TC","T"
"GUATRO-GUATRE-Guatteria 'rolin'",3155658,"Guatteria recurvisepala","TM","M"
"GUATT2-GUATGL-Guatteria 'tipica'",3155844,"Guatteria modesta","TM","T"
"GUAT_E-Guatteria sp. E",3155604,"Guatteria","T?",""
"GUAT_J-Guatteria sp. J",3155604,"Guatteria","T?",""
"GUAT_R-Guatteria sp. R",3155604,"Guatteria","T?",""
"GURA1_S-Gurania sp. S",7317515,"Gurania","C?",""
"GURAAC-Gurania acuminata",3624188,"Gurania acuminata","C?",""
"GUSTHE-Gustavia hexapetala",5383835,"Gustavia hexapetala","TM","M"
"GUSTLO-Gustavia longifolia",5383753,"Gustavia longifolia","TM","M"
"Garcinia",3189556,"Garcinia","",""
"Genipa",2895591,"Genipa","",""
"Gentianaceae",2503,"Gentianaceae","",""
"Geonoma",2734029,"Geonoma","",""
"Gesneriaceae",6654,"Gesneriaceae","",""
"Gitara",3062858,"Gitara","",""
"Gloeospermum",7296352,"Gloeospermum","",""
"Glycydendron",3061259,"Glycydendron","",""
"Glycydendron amazonicum",3061260,"Glycydendron amazonicum","",""
"Gnetaceae",6755,"Gnetaceae","",""
"Gnetum",2653091,"Gnetum","",""
"Gouania",3039434,"Gouania","",""
"Grias",3082326,"Grias","",""
"Guapira",3086054,"Guapira","",""
"Guarea",3190499,"Guarea","",""
"Guatteria",3155604,"Guatteria","",""
"Guettarda",2894616,"Guettarda","",""
"Gurania",7317515,"Gurania","",""
"Gustavia",3082580,"Gustavia","",""
"HASSFL-Hasseltia floribunda",7760145,"Hasseltia floribunda","TM","M"
"HEISAC-Heisteria acuminata",7222047,"Heisteria acuminata","TU","U"
"HEISGR-Heisteria 'grande'",3232590,"Heisteria","TM","M"
"HEISNI-Heisteria nitida",7737421,"Heisteria nitida","TC","T"
"HEISSC-Heisteria scandens",7369183,"Heisteria scandens","CW",""
"HEL1TO-HELITO-Helicostylis tomentosa",3764831,"Helicostylis tomentosa","TM","M"
"HELIST-Heliconia stricta",2760548,"Heliconia stricta","XT",""
"HELI_B-Heliconia sp. B",2760545,"Heliconia","XT",""
"HELI_C-Heliconia sp. C",2760545,"Heliconia","XT",""
"HELI_D-Heliconia sp. D",2760545,"Heliconia","XT",""
"HELI_E-Heliconia sp. E",2760545,"Heliconia","XT",""
"HERRAS-HERRNI-Herrania 'asperoide'",7322898,"Herrania nitida","SL","S"
"HERRCU-Herrania cuatrecasana",8611392,"Herrania cuatrecasasiana","TU","U"
"HET1AU-Heteropterys aureosericea",7655793,"Heteropterys aureosericea","CW",""
"HETE2_A-Heteropsis sp. A",5330225,"Heteropsis flexuosa","HL",""
"HETE2_B-Heteropsis sp. B",2867803,"Heteropsis","HL",""
"HEVEGU-Hevea guianensis",3071199,"Hevea guianensis","TC","T"
"HIMASU-Himatanthus sucuuba",3621740,"Himatanthus articulatus","TC","T"
"HIPPVO-Hippocratea volubilis",3169012,"Hippocratea volubilis","CW",""
"HIRA_F-Hiraea sp. F",3191288,"Hiraea","CW",""
"HIRTEX-Hirtella excelsa",7701308,"Hirtella excelsa","TC","T"
"HUERGL-Huertea glandulosa",3686262,"Huertea glandulosa","TC","T"
"HYERAL-HIERAL-Hyeronima alchorneoides",3079092,"Hieronyma alchorneoides","TE","E"
"HYLECO-ZZHISE-Hylenaea comosa",3792999,"Cuervea kappleriana","CW","V"
"HYM1OB-HYMAOB-Hymenaea oblongifolia",2950738,"Hymenaea oblongifolia","TC","T"
"HYM2ST-HYMEST-Hymenolobium 'stipsericea'",7783451,"Hymenolobium","TC","T"
"HYOSEL-Hyospathe elegans",2736706,"Hyospathe elegans","SL","S"
"Hasseltia",3231177,"Hasseltia","",""
"Heisteria",3232590,"Heisteria","",""
"Heliconia",2760545,"Heliconia","",""
"Heliconiaceae",4677,"Heliconiaceae","",""
"Helicostylis",7262603,"Helicostylis","",""
"Heliotropiaceae",4930387,"Heliotropiaceae","",""
"Heliotropium",2925766,"Heliotropium","",""
"Henriettea",3188527,"Henriettea","",""
"Henriettella",3188527,"Henriettea","",""
"Herrania",7322892,"Herrania","",""
"Heteropsis",2867803,"Heteropsis","",""
"Heteropterys",3191290,"Heteropterys","",""
"Hevea",3071157,"Hevea","",""
"Hieronyma",7570851,"Hieronyma","",""
"Himatanthus",7317357,"Himatanthus","",""
"Hippocratea",3169011,"Hippocratea","",""
"Hippocrateaceae",2514,"Hippocrateaceae","",""
"Hiraea",3191288,"Hiraea","",""
"Hirtella",2944960,"Hirtella","",""
"Homalolepis",7329598,"Homalolepis","",""
"Huertea",7326537,"Huertea","",""
"Humiriaceae",3231239,"Humiriaceae","",""
"Hydrangea",2985983,"Hydrangea","",""
"Hydrangeaceae",6667,"Hydrangeaceae","",""
"Hyeronima",3919231,"Hyeronima","",""
"Hylenaea",7265702,"Hylenaea","",""
"Hymenaea",2950720,"Hymenaea","",""
"Hymenolobium",7783451,"Hymenolobium","",""
"Hymenopus",9714684,"Hymenopus","",""
"Hyospathe",2736704,"Hyospathe","",""
"Hypericaceae",4900406,"Hypericaceae","",""
"INGA3C-Inga '3crasa'",2965936,"Inga","TC","T"
"INGA3O-Inga '3oscura'",5358039,"Inga laurina","TE","E"
"INGA4A-Inga '4alitarco'",2965936,"Inga","TM","M"
"INGA6C-Inga '6cuadra'",11373193,"Inga kursarii","TC","T"
"INGAAA-INGAAL-Inga alata",5357817,"Inga alata","TC","T"
"INGAAC-Inga acreana",5357584,"Inga acreana","TC","T"
"INGAAU-Inga auristellae",5357701,"Inga auristellae","TM","M"
"INGABO-Inga bourgonii",5580442,"Inga bourgoni","TC","T"
"INGABR-Inga brachyrhachis",5357846,"Inga brachyrhachis","TM","M"
"INGAC1-INGACA-Inga capitata",5358094,"Inga capitata","TM","M"
"INGAC2-INGACY-Inga cayennensis",5357789,"Inga cayennensis","TM","M"
"INGAC4-INGACI-Inga ciliata",5357889,"Inga ciliata subcapitata","TU","U"
"INGAC5-INGACN-Inga cinnamomea",5358132,"Inga cinnamomea","TM","M"
"INGAC6-INGACO-Inga cordatoalata",5357823,"Inga cordatoalata","TM","M"
"INGAHE-Inga heterophylla",5357852,"Inga heterophylla","TC","T"
"INGALE-Inga leiocalycina",5629065,"Inga laevigata","TC","T"
"INGAMA-Inga marginata",7546887,"Inga marginata","TM","M"
"INGAMU-Inga multinervis",5358136,"Inga multinervis","TC","T"
"INGAOE-Inga oerstediana",5358014,"Inga oerstediana","TC","T"
"INGAPO-Inga poeppigiana",5357812,"Inga poeppigiana","TM","M"
"INGAPU-Inga punctata",5357665,"Inga punctata","TM","M"
"INGAR1-INGARU-Inga ruiziana",5357975,"Inga ruiziana","TC","T"
"INGAS2-INGASR-Inga sarayacuensis",5357630,"Inga sarayacuensis","TM","M"
"INGAS4-INGASB-Inga spectabilis",5357491,"Inga spectabilis","TC","T"
"INGAS5-INGASB-Inga 'stelaeglabra'",2965936,"Inga","TC","M"
"INGAS7-INGAST-Inga striata",5358084,"Inga striata","TM","M"
"INGATE-Inga tenuistipula",5357513,"Inga tenuistipula","TM","M"
"INGATH-Inga thibaudiana",7225525,"Inga thibaudiana thibaudiana","TC","T"
"INGATO-Inga tocacheana",5357540,"Inga tocacheana","TM","M"
"INGAU1-INGAUE-Inga umbellifera",5358027,"Inga umbellifera","TM","M"
"INGAU2-INGAUM-Inga umbratica",5358034,"Inga umbratica","TM","M"
"INGAVI-Inga vismiifolia",5357608,"Inga vismiifolia","TM",""
"INGAYA-Inga yacoana",5358012,"Inga yacoana","TM","M"
"INGA_SIN-Inga spp. (semillas indet. a sp.)",2965936,"Inga","T?",""
"IPOMPH-Ipomoea phyllomega",7926928,"Ipomoea philomega","CW",""
"IRIADE-Iriartea deltoidea",2739059,"Iriartea deltoidea","TM","T"
"IRYAAL-IRYAGR-Iryanthera 'alta'",3743999,"Iryanthera grandis","TC","T"
"IRYAJU-Iryanthera juruensis",3743957,"Iryanthera juruensis","TM","M"
"IRYAPA-IRYAHO-Iryanthera paraensis",3743981,"Iryanthera hostmannii","TM","M"
"IXORAC-Ixora acuminatissima",2905481,"Ixora acuminatissima","SL","S"
"IXORKI-Ixora killipii",2905346,"Ixora killipii","TU","U"
"IXORPA-Ixora panurensis",2906015,"Ixora panurensis","SL","S"
"Icacinaceae",2513,"Icacinaceae","",""
"Inga",2965936,"Inga","",""
"Inga microcoma",5357932,"Inga microcoma","",""
"Inga velutina",5357985,"Inga velutina","",""
"Ipomoea",2928509,"Ipomoea","",""
"Iriartea",2739058,"Iriartea","",""
"Iryanthera",3743006,"Iryanthera","",""
"Ischnosiphon",2761017,"Ischnosiphon","",""
"Ixora",2905224,"Ixora","",""
"JAC1CO-JACACO-Jacaranda copaia",7298763,"Jacaranda copaia","TC","T"
"JAC1GL-JACAGL-Jacaranda glabra",4094115,"Jacaranda glabra","TM","M"
"JAC2DI-JACTDI-Jacaratia digitata",3838792,"Jacaratia digitata","TC","T"
"JUBEUL-Jubelina uleana",3982973,"Jubelina uleana","CW",""
"Jacaranda",3172498,"Jacaranda","",""
"Jacaratia",7269679,"Jacaratia","",""
"Jubelina",7285074,"Jubelina","",""
"Jupunba",7266089,"Jupunba","",""
"KOTCSE-Kotchubaea semisericea",2893791,"Kutchubaea semisericea","TM","M"
"Kotchubaea",2893775,"Kutchubaea","",""
"Kutchubaea",2893775,"Kutchubaea","",""
"LACIME-Lacistema 'med'",3075381,"Lacistema","TM","M"
"LACMLA-Lacmellea lactescens",3618040,"Lacmellea edulis","TC","T"
"LACMRA-LACMOB-Lacmellea  'ramalada'",3617848,"Lacmellea oblongata","TU","U"
"LAFO_A-Lafoensia sp. A",7286250,"Lafoensia","TM",""
"LAU_AJ-Lauraceae sp. AJ",3034076,"Ocotea","T?",""
"LAU_H-Lauraceae sp. H",6688,"Lauraceae","T?",""
"LEONCR-Leonia crassa",5664263,"Leonia crassa","TM","M"
"LEONGL-Leonia glycycarpa",7296446,"Leonia glycycarpa","TM","M"
"LEONOC-Leonia occidentalis",7565511,"Leonia occidentalis","TU","U"
"LERERE-Leretia 'reticbril'",3597442,"Leretia cordata","CW",""
"LIC1AR-LICAAR-Licania arborea",10248926,"Microdesmia arborea","TE","E"
"LIC1G2-LICAUR-Licania 'glablanca'",2985481,"Licania urceolaris","TC","T"
"LIC1H1-LICAHA-Licania harlingii",2985470,"Licania harlingii","TC","T"
"LIC1H2-LICAHI-Licania 'hipofuzzy'",2985250,"Licania","TC","T"
"LIC1IN-LICACA-Licania 'intermedia'",9988535,"Hymenopus caudatus","TM","M"
"LIC1LO-LICALG-Licania longipedicellata",10226841,"Moquilea longipedicellata","TU","U"
"LIC1NE-LICANE-Licania 'nervifina'",2985250,"Licania","TM","T"
"LIC1OP-LICAOP-Licania 'opaca'",2985250,"Licania","TM","M"
"LIC1ZI-LICAZI-Licania 'zigzag'",2985250,"Licania","TM","M"
"LIC2CA-LICRCA-Licaria cannella",7304725,"Licaria canella","TM","M"
"LINDPA-Lindackeria paludosa",3879608,"Lindackeria paludosa","TM","M"
"LONCGU-LONCSE-Lonchocarpus 'guil'",3907967,"Lonchocarpus seorsus","TC","T"
"LOR_A-Loranthaceae sp. A",2889864,"Phoradendron","EP",""
"LOR_AA-Loranthaceae sp. AA",7772421,"Phoradendron crassifolium","EP",""
"LOR_AE-Loranthaceae sp. AE",4000517,"Psittacanthus corynocephalus","EP",""
"LOR_G-Loranthaceae sp. G",6663,"Loranthaceae","EP",""
"LOR_N-Loranthaceae sp. N",7288086,"Oryctanthus","EP",""
"LOR_Z-Loranthaceae sp. Z",3232632,"Cladocolea","EP",""
"LOZAKL-Lozania klugii",3075435,"Lozania klugii","TU","U"
"LOZAME-LACINE-Lozania 'mediana'",3075394,"Lacistema nena","TM","M"
"LUNAPA-Lunania parviflora",3879038,"Lunania parviflora","TU","U"
"Lacistema",3075381,"Lacistema","",""
"Lacistemataceae",7524,"Lacistemataceae","",""
"Lacmellea",7316922,"Lacmellea","",""
"Lacunaria",3231148,"Lacunaria","",""
"Lafoensia",7286250,"Lafoensia","",""
"Lamiaceae",2497,"Lamiaceae","",""
"Lauraceae",6688,"Lauraceae","",""
"Lecointea",2965103,"Lecointea","",""
"Lecointea peruviana",2965105,"Lecointea peruviana","",""
"Lecythidaceae",3990,"Lecythidaceae","",""
"Leonia",3231302,"Leonia","",""
"Leretia",3596539,"Leretia","",""
"Licania",2985250,"Licania","",""
"Licaria",3033969,"Licaria","",""
"Lindackeria",7274185,"Lindackeria","",""
"Loganiaceae",2502,"Loganiaceae","",""
"Lonchocarpus",2968975,"Lonchocarpus","",""
"Loranthaceae",6663,"Loranthaceae","",""
"Lozania",3075434,"Lozania","",""
"Ludovia",5293109,"Ludovia","",""
"Lunania",2874167,"Lunania","",""
"Lythraceae",6684,"Lythraceae","",""
"MABECO-Mabea 'comun'",3071743,"Mabea","TU","U"
"MABESU-Mabea 'superbrondu'",3071743,"Mabea","TM","M"
"MAC1AN-MACRAN-Macrolobium angustifolium",2948867,"Macrolobium angustifolium","TC","T"
"MAC1YA-MACRYA-Macrolobium 'yasuni'",7743878,"Macrolobium","TU","U"
"MAC2RO-MACNRO-Macrocnemum roseum",2895641,"Macrocnemum roseum","TC","T"
"MACF_A-Macfadyena sp. A",6401165,"Dolichandra","CW",""
"MACHAR-Machaerium aristulatum",5355151,"Machaerium aristulatum","TC","T"
"MACHCU-Machaerium cuspidatum",5355114,"Machaerium cuspidatum","CW",""
"MACHFI-Machaerium 'finiparalel'",2959589,"Machaerium","SL","U&V"
"MACHFL-Machaerium floribundum",5354927,"Machaerium floribundum","CW",""
"MACHKE-Machaerium kegelii",5355165,"Machaerium kegelii","CW",""
"MACH_G-Machaerium sp. G",2959589,"Machaerium","CW",""
"MALACI-Malanea 'ciliata'",2906381,"Malanea ecuadorensis","CW",""
"MANIBR-Manihot brachyloba",3061115,"Manihot brachyloba","C?",""
"MANSPA-Mansoa parvifolia",4094378,"Mansoa parvifolia","CW",""
"MAN_A-Mandevilla sp. A",3169658,"Mandevilla","CH",""
"MAN_B-Mandevilla sp. B",3169658,"Mandevilla","CH",""
"MAQUCA-Maquira calophylla",3763735,"Maquira calophylla","TM","M"
"MAQUGU-Maquira guianensis",3763686,"Maquira guianensis","TM","M"
"MAR1CO-MARICO-Marila 'comun'",3189554,"Marila","TC","T"
"MAR2_B-Maripa sp. B",3234444,"Maripa","CW",""
"MARC_A-Marcgravia sp. A",3189414,"Marcgravia","HL",""
"MARC_F-Marcgravia sp. F",3189414,"Marcgravia","HL",""
"MARC_H-Marcgraviaceae sp. H",6643,"Marcgraviaceae","HL",""
"MARC_M-Marcgravia sp. M",6643,"Marcgraviaceae","HL",""
"MARGNO-Margaritaria nobilis",5383279,"Margaritaria nobilis","TM","M"
"MARK_A-Markea sp. A",7299864,"Markea","HL",""
"MARMBA-Marmaroxylon basijugum",5580511,"Zygia basijuga","TU","U"
"MASC_A-Mascagnia sp. A",7284941,"Mascagnia","CW",""
"MASC_B-Mascagnia sp. B",7284941,"Mascagnia","CW",""
"MASC_D-Mascagnia sp. D",7285093,"Mascagnia ovatifolia","CW",""
"MATA8-MATAOC-Matayba 'ocho'",3190011,"Matayba","TC","T"
"MATIBR-Matisia bracteolosa",4073984,"Matisia bracteolosa","TM","M"
"MATICO-Matisia cordata",4073924,"Matisia cordata","TC","T"
"MATILO-Matisia longiflora",4073800,"Matisia huallagensis","TM","M"
"MATIMA-Matisia malacocalyx",4073678,"Matisia malacocalyx","TM","M"
"MATIO1-MATIOQ-Matisia obliquifolia",4073657,"Matisia obliquifolia","TM","M"
"MATIO2-MATIOB-Matisia oblongifolia",4073648,"Matisia oblongifolia","TU","U"
"MAURFL-Mauritia flexuosa",5294777,"Mauritia flexuosa","TC","T"
"MAYNAN-Mayna 'anelio'",10864684,"Mayna yasuniana","SL","S"
"MAYNOD-Mayna odorata",3878638,"Mayna odorata","SL","S"
"MAYTCI-Maytenus 'cilindrica'",3169095,"Maytenus","TC","T"
"MAYTCU-Maytenus 'cuadliso'",3169095,"Maytenus","TM","M"
"MELIDO-Meliosma 'doly'",3033959,"Meliosma","TC","T"
"MELIVA-Meliosma vasquezii",3838328,"Meliosma vasquezii","TM","M"
"MEMOCL-Memora cladotricha",7452137,"Adenocalymma cladotrichum","TU","U"
"MENDGL-Mendonicia glomerata",8929320,"Mendoncia sericea","CW",""
"MENDRU-Mendoncia 'rug'",3772033,"Mendoncia pedunculata","CW",""
"MEND_C-Mendoncia sp. C",8924185,"Mendoncia hollenbergiae","CW",""
"MEND_D-Mendoncia sp. D",7263432,"Mendoncia","CW",""
"MEND_G-Mendoncia sp. G",7263432,"Mendoncia","CW",""
"MEND_H-Mendoncia sp. H",7263432,"Mendoncia","CW",""
"MEND_M-Mendoncia sp. M",7263432,"Mendoncia","CW",""
"MEND_N-Mendonica sp. N",7263432,"Mendoncia","CW",""
"MEND_O-Mendoncia sp. O",7263432,"Mendoncia","CW",""
"MEND_S-Mendoncia sp. S",7263432,"Mendoncia","CW",""
"MEN_T-Menispermaceae sp. T",2411,"Menispermaceae","C?",""
"MEN_U-Menispermaceae sp. U",2411,"Menispermaceae","C?",""
"MEN_W-Menispermaceae sp. W",3829928,"Sciadotenia toxifera","CW",""
"METAAL-Metalepis albiflora",3574537,"Cynanchum subpaniculatum","CW",""
"MICOBU-Miconia bubalina",8776463,"Miconia bubalina","SL","S"
"MICOD2-MICODE-Miconia decurrens",3868105,"Miconia decurrens","TM","M"
"MICOE1-MICOEL-Miconia elata",3866980,"Miconia elata","TM","M"
"MICOE2-MICOET-Miconia 'elatita'",3188558,"Miconia","SL","S"
"MICOFO-Miconia fosteri",3865941,"Miconia fosteri","SL","S"
"MICOG1-MICOGC-Miconia 'grancordata'",3188558,"Miconia","SL","S"
"MICOG2-MICOGR-Miconia grandifolia",8345499,"Miconia grandifolia","TU","U"
"MICOHE-HENRAS-Miconia 'henrietella'",3188527,"","TC","T"
"MICOLA-Miconia lamprophylla",3862893,"Miconia lamprophylla","SL","S"
"MICOMU-Miconia multispicata",3860116,"Miconia multispicata","TM","M"
"MICON1-MICONA-Miconia napoana",3859967,"Miconia napoana","TM","M"
"MICON2-MICONE-Miconia 'nerviblanco'",3188558,"Miconia","TM","M"
"MICON3-MICONV-Miconia nervosa",3859839,"Miconia nervosa","SL","S"
"MICOP1-MICOPE-Miconia 'peqdorada'",3188558,"Miconia","TU","U"
"MICOP2-MICOPO-Miconia poeppigii",3871048,"Miconia poeppigii","TM","M"
"MICOP4-MICOPT-Miconia pterocaulon",3870290,"Miconia pterocaulon","TU","U"
"MICOP6-MICOPU-Miconia 'purpono'",3188558,"Miconia","TU","U"
"MICOP7-MICOPI-Miconia pilgeriana",3867377,"Miconia dolichorrhyncha","TM","M"
"MICOSC-Miconia schunkei",3867489,"Miconia schunkei","SL","S"
"MICOT2-MICOTI-Miconia 'tipica'",3188558,"Miconia","TU","U"
"MICRCA-POUTRB-Micropholis 'carlos'",2884675,"Pouteria cuspidata","TC","T"
"MICRGU-MICRDU-Micropholis guyanensis",5333948,"Micropholis guyanensis","TC","T"
"MICRME-MICREG-Micropholis melinoniana",5333916,"Micropholis egensis","TM","M"
"MICRMI-MICRBR-Micropholis 'mini'",5333921,"Micropholis brochidodroma","TC","T"
"MICRVE-Micropholis venulosa",5333937,"Micropholis venulosa","TC","T"
"MIKAAN-Mikania 'anchaliza'",7722389,"Mikania","CW",""
"MIKADO-Mikania 'dorata'",7722389,"Mikania","CW",""
"MIMOMY-Mimosa myriadenia",7266010,"Mimosa myriadenia","CS",""
"MIMOPU-Mimosa pudica",2969284,"Mimosa pudica","XT",""
"MINQGU-Minquartia guianensis",3686157,"Minquartia guianensis","TC","T"
"MOL1GR-MOLIGR-Mollia gracilis",5705981,"Mollia gracilis","TC","T"
"MOL2KI-MOLLKI-Mollinedia killipii",3782326,"Mollinedia killipii","SL","S"
"MOL2SP-MOLLSP-Mollinedia 'spinilarga'",3034105,"Mollinedia","TU","U"
"MOL2TO-MOLLTO-Mollinedia tomentosa",3783010,"Mollinedia tomentosa","TM","M"
"MONO_J-Monolena sp. J",3863124,"Monolena primuliflora","XT",""
"MONSOB-Monstera obliqua",2868185,"Monstera obliqua","HV",""
"MOURG1-MOURGC-Mouriri 'grancoala'",3188623,"Mouriri","SL","S"
"MOURG2-MOURGR-Mouriri grandiflora",3870549,"Mouriri grandiflora","TM","M"
"MOURIN-Mouriri 'intermedia'",3188623,"Mouriri","TC","T"
"MOURMY-Mouriri myrtilloides",3870233,"Mouriri myrtilloides","TM","T"
"MOUROP-MOURAC-Mouriri 'opaquita'",3871067,"Mouriri acutiflora","TC","T"
"MOUTAC-Moutabea aculeata",4051535,"Moutabea aculeata","CW",""
"MUCU_A-Mucuna sp. A",2951351,"Mucuna","CW",""
"MUCU_B-Mucuna sp. B",2951351,"Mucuna","CW",""
"MYR1P2-MYRCPL-Myrcia 'platatomen'",3173889,"Myrcia","SL","M"
"MYR1RO-MYRCSP-Myrcia 'rosadita'",3174691,"Myrcia splendens","TU","U"
"MYR2AM-MYRRAM-Myrciaria amazonica",3186420,"Myrciaria floribunda","SL","S"
"MYR2IN-MYRRIN-Myrciaria 'intermed'",3186407,"Myrciaria","TM","M"
"MYR3BA-MYROBA-Myroxylum balsamum",5357190,"Myroxylon balsamum","TC","T"
"Mabea",3071743,"Mabea","",""
"Macfadyena",6401165,"Dolichandra","",""
"Machaerium",2959589,"Machaerium","",""
"Macrocnemum",2895624,"Macrocnemum","",""
"Macrolobium",7743878,"Macrolobium","",""
"Macropsychanthus",2974520,"Macropsychanthus","",""
"Malanea",2906349,"Malanea","",""
"Malpighiaceae",6676,"Malpighiaceae","",""
"Malvaceae",6685,"Malvaceae","",""
"Mandevilla",3169658,"Mandevilla","",""
"Manihot",3060685,"Manihot","",""
