"gbif_accepted_taxon_id","gbif_accepted_scientific_name"
2904937,"Macbrideina"
2904938,"Macbrideina peruviana"
7932857,"Machaerium isadelphum"
5354986,"Machaerium leiophyllum"
5354946,"Machaerium mutisii"
2984579,"Maclura"
2984583,"Maclura tinctoria"
2948882,"Macrolobium acaciifolium"
2948900,"Macrolobium archeri"
7933627,"Macrolobium colombianum"
2948817,"Macrolobium gracile"
2948830,"Macrolobium ischnocalyx"
2948901,"Macrolobium limbatum"
2948803,"Macrolobium microcalyx"
2948758,"Macrolobium multijugum"
2948810,"Macrolobium stenocladum"
2948857,"Macrolobium suaveolens"
2888195,"Magnolia"
9058332,"Magnolia equatorialis"
3153490,"Magnolia neillii"
3153132,"Magnolia rimachii"
4690,"Magnoliaceae"
7317134,"Malouetia"
3620090,"Malouetia flavescens"
3619535,"Malouetia virescens"
2885024,"Manilkara"
2885366,"Manilkara bidentata"
2885025,"Manilkara inundata"
3054655,"Maprounea"
3054658,"Maprounea guianensis"
2757347,"Maranta"
2761398,"Maranta amazonica"
8362864,"Marila alternifolia"
8114121,"Marila cespedesiana"
5421079,"Marila grandiflora"
7656893,"Marila laxiflora"
8307325,"Marila plumbaginea"
7963111,"Marila podantha"
10305078,"Marila spiciformis"
8161335,"Marila tomentosa"
8154796,"Marlierea"
3784506,"Matayba adenanthera"
3784371,"Matayba elegans"
3784315,"Matayba inelegans"
4073049,"Matisia arteagensis"
4073793,"Matisia idroboi"
4073775,"Matisia inaequilatera"
4073753,"Matisia lasiocalyx"
4073723,"Matisia lomensis"
4073716,"Matisia longiflora"
4073635,"Matisia ochrocalyx"
4073487,"Matisia uberrima"
3233141,"Mauria"
5544309,"Mauria heterophylla"
8246057,"Mauritiella"
5293366,"Mauritiella armata"
3878802,"Mayna grandifolia"
3190496,"Melia"
5914287,"Melia azedarach"
7265169,"Melicoccus oliviformis"
2702502,"Melinis"
2702503,"Melinis minutiflora"
3838438,"Meliosma boliviensis"
3838526,"Meliosma glabrata"
3033961,"Meliosma herbertii"
3838406,"Meliosma loretoyacuensis"
3838404,"Meliosma palaciosii"
10913611,"Mespilodaphne cymbarum"
11020082,"Mespilodaphne quixos"
7314358,"Metteniusa"
3597478,"Metteniusa edulis"
7314445,"Metteniusa tessmanniana"
7529619,"Mezilaurus"
4182358,"Mezilaurus campaucola"
4182249,"Mezilaurus ita-uba"
9833843,"Mezilaurus opaca"
4181903,"Mezilaurus triunca"
3188559,"Miconia affinis"
3860547,"Miconia amazonica"
3860460,"Miconia ampla"
3860036,"Miconia appendiculata"
8379034,"Miconia astroplocama"
3859544,"Miconia aulocalyx"
3859310,"Miconia baillonii"
3858854,"Miconia biglandulosa"
3858486,"Miconia brachybotrya"
3858219,"Miconia brevitheca"
3188585,"Miconia calvescens"
10768751,"Miconia candelabrum"
3857596,"Miconia cannabina"
3871147,"Miconia carassana"
3870706,"Miconia centrodesma"
3870454,"Miconia cercophora"
3870061,"Miconia chrysophylla"
10743804,"Miconia conocentronioides"
3867434,"Miconia dodecandra"
3867110,"Miconia egensis"
3865400,"Miconia glaucescens"
3864543,"Miconia heterochaeta"
3864040,"Miconia hylophila"
3863544,"Miconia insularis"
3862739,"Miconia lateriflora"
8265629,"Miconia laxivenula"
3862134,"Miconia longifolia"
3861930,"Miconia lugonis"
3861216,"Miconia matthaei"
3861142,"Miconia mazanana"
10932080,"Miconia minutiflora"
12223690,"Miconia ortiziae"
3858629,"Miconia pastazana"
3857970,"Miconia phaeochaeta"
3188562,"Miconia prasina"
7661791,"Miconia punctata"
3869562,"Miconia quadripora"
3868679,"Miconia rivalis"
3867424,"Miconia sciurea"
3188588,"Miconia serrulata"
3188561,"Miconia splendens"
3865478,"Miconia subspicata"
3864992,"Miconia ternatifolia"
10850887,"Miconia tococapitata"
8335424,"Miconia tomentosa"
3863975,"Miconia triangularis"
3863803,"Miconia trinervia"
3863767,"Miconia triplinervis"
3863234,"Miconia venulosa"
3862625,"Miconia zubenetana"
5378802,"Micrandra"
5378816,"Micrandra elata"
5378815,"Micrandra rossiana"
5378809,"Micrandra spruceana"
2703588,"Microchloa"
2703589,"Microchloa kunthii"
5333923,"Micropholis melinoniana"
5333926,"Micropholis sanctae-rosae"
7311030,"Mollia lepidota"
3783128,"Mollinedia longifolia"
3782703,"Mollinedia ovata"
3782385,"Mollinedia repanda"
7265474,"Monteverdia"
9772192,"Monteverdia macrocarpa"
10211730,"Moquilea angustata"
9832761,"Moquilea brittoniana"
10783557,"Moquilea celiae"
10799534,"Moquilea durifolia"
9983111,"Moquilea egleri"
2985572,"Moquilea guianensis"
10684093,"Moquilea magnifructa"
7329955,"Moronobea"
7329980,"Moronobea coccinea"
3158155,"Mosannona"
3158169,"Mosannona papillosa"
3870644,"Mouriri floribunda"
3870514,"Mouriri guianensis"
3870475,"Mouriri huberi"
3870418,"Mouriri laxiflora"
5938526,"Mouriri myrtifolia"
3870198,"Mouriri nervosa"
3870171,"Mouriri nigra"
3870133,"Mouriri oligantha"
3870029,"Mouriri peruviana"
5938541,"Mouriri vernicosa"
6306296,"Myrcia aequatoriensis"
3174394,"Myrcia aliena"
3175173,"Myrcia amazonica"
9208293,"Myrcia aulomyrcioides"
3174487,"Myrcia bracteata"
10687479,"Myrcia brevispicata"
10840607,"Myrcia densiflora"
12199081,"Myrcia forsteri"
3174923,"Myrcia guianensis"
10694317,"Myrcia maxima"
10893807,"Myrcia megapaniculata"
3173898,"Myrcia mollis"
10898476,"Myrcia neoaequatoriensis"
9398705,"Myrcia neomacrophylla"
10686603,"Myrcia nervata"
10040902,"Myrcia obumbrans"
10692890,"Myrcia pulchella"
10773731,"Myrcia ruiziana"
10812455,"Myrcia simulata"
10671345,"Myrcia sparsiflora"
10817380,"Myrcia telephylla"
10846528,"Myrcia tessmannii"
9276829,"Myrcia umbraticola"
10898559,"Myrcia websteri"
10342163,"Myrciaria dubia"
3234510,"Myriocarpa"
7300728,"Myriocarpa stipitata"
5357189,"Myroxylon peruiferum"
3767226,"Naucleopsis glabra"
3764179,"Naucleopsis herrerensis"
3764205,"Naucleopsis humilis"
3767179,"Naucleopsis imitans"
3767082,"Naucleopsis oblongifolia"
3062050,"Nealchornea"
3062051,"Nealchornea yapurensis"
5685384,"Nectandra canescens"
5685370,"Nectandra cissiflora"
5685357,"Nectandra crassiloba"
9700476,"Nectandra dasystyla"
7304240,"Nectandra globosa"
5685278,"Nectandra gracilis"
7304145,"Nectandra longifolia"
5685061,"Nectandra maynensis"
5685035,"Nectandra microcarpa"
5686139,"Nectandra parviflora"
5686131,"Nectandra paucinervia"
5686125,"Nectandra pearcei"
5686055,"Nectandra pulverulenta"
7304555,"Nectandra villosa"
3701568,"Neea divaricata"
3701462,"Neea floribunda"
3701239,"Neea laxa"
7970415,"Neea macrophylla"
3701042,"Neea ovalifolia"
3701003,"Neea parviflora"
3700680,"Neea spruceana"
3700553,"Neea tristis"
7757729,"Neea verticillata"
7274195,"Neosprucea"
8586425,"Neosprucea grandiflora"
3879954,"Neosprucea melastomatoides"
3104405,"Oblivia"
3104408,"Oblivia mikanioides"
7304296,"Ocotea aciphylla"
4177837,"Ocotea amazonica"
4177527,"Ocotea argyrophylla"
4183149,"Ocotea cuneifolia"
4180903,"Ocotea hirtandra"
4180888,"Ocotea hirtostyla"
7424176,"Ocotea javitensis"
4179760,"Ocotea lenitae"
7586130,"Ocotea leucoxylon"
4178068,"Ocotea neblinae"
4177633,"Ocotea obovata"
4177509,"Ocotea olivacea"
4177066,"Ocotea pauciflora"
4182908,"Ocotea scalariformis"
4181677,"Ocotea tessmannii"
4181367,"Ocotea ucayalensis"
6652,"Oleaceae"
3766294,"Olmedia"
7954917,"Olmedia aspera"
3838449,"Ophiocaryon klugii"
3838522,"Ophiocaryon manausense"
5355607,"Ormosia amazonica"
5355515,"Ormosia elata"
5355578,"Ormosia grandiflora"
5355598,"Ormosia macrophylla"
3742996,"Osteophloeum"
7333716,"Osteophloeum platyspermum"
8645517,"Otoba parvifolia"
3695232,"Ouratea amplifolia"
3695044,"Ouratea aromatica"
3696306,"Ouratea iquitosensis"
3696131,"Ouratea pendula"
3695296,"Ouratea weberbaueri"
3695227,"Ouratea williamsii"
3154785,"Oxandra euneura"
3154742,"Oxandra sphaerocarpa"
3154746,"Oxandra xylopioides"
3152235,"Pachira aquatica"
4073578,"Pachira rupicola"
2899157,"Palicourea anianguana"
9270022,"Palicourea arenosa"
2899248,"Palicourea crocea"
10967112,"Palicourea fusiformis"
9172901,"Palicourea grandiceps"
7486068,"Palicourea hebeclada"
8045885,"Palicourea lagesii"
2898948,"Palicourea lasiantha"
10980924,"Palicourea longicuspis"
2899342,"Palicourea luteonivea"
11002438,"Palicourea nautensis"
2898728,"Palicourea punicea"
10938677,"Palicourea vellerea"
2921742,"Palicourea violacea"
7296866,"Parablechnum"
8788742,"Parablechnum cordatum"
7317324,"Parahancornia"
3621140,"Parahancornia peruviana"
3169397,"Parathesis"
3723195,"Parathesis adenanthera"
3722217,"Parathesis palaciosii"
2984937,"Parinari"
2984967,"Parinari klugii"
2984991,"Parinari parilis"
5348878,"Parkia pectinata"
5348857,"Parkia pendula"
4073385,"Patinoa sphaerocarpa"
3784899,"Paullinia cuneata"
3784363,"Paullinia gigantea"
3784326,"Paullinia granatensis"
3787941,"Paullinia pterocarpa"
3786877,"Paullinia xestophylla"
5334728,"Pentagonia macrophylla"
5334741,"Pentagonia microcarpa"
5334764,"Pentagonia villosula"
5334743,"Pentagonia williamsii"
7296152,"Pentaplaris"
4073338,"Pentaplaris huaoranica"
5614967,"Pera benensis"
5614965,"Pera bicolor"
5614954,"Pera decipiens"
3765663,"Perebea humilis"
7262674,"Perebea rubra"
6008745,"Perrottetia"
7761528,"Perrottetia distichophylla"
8031734,"Perrottetia sessiliflora"
4176300,"Persea areolatocostae"
7297303,"Petrea pubescens"
4930249,"Pholidostachys"
2735624,"Pholidostachys synanthera"
3234070,"Phragmotheca"
7736965,"Phragmotheca amazonica"
7546189,"Phragmotheca ecuadorensis"
7642454,"Phragmotheca leucoflora"
3061139,"Phyllanthus"
5381441,"Phyllanthus acuminatus"
5381905,"Phyllanthus anisolobus"
5382615,"Phyllanthus attenuatus"
5382401,"Phyllanthus juglandifolius"
5382197,"Phyllanthus stipulatus"
5382780,"Phyllanthus urinaria"
2736300,"Phytelephas macrocarpa"
3708958,"Picramnia juniniana"
3708918,"Picramnia latifolia"
3708842,"Picramnia magnifolia"
7329631,"Picramnia sellowii"
3190671,"Picrasma"
3190672,"Picrasma excelsa"
4693,"Picrodendraceae"
7304860,"Piper arboreum"
3086330,"Piper reticulatum"
3122102,"Piptocoma"
3122128,"Piptocoma discolor"
2944742,"Platymiscium pinnatum"
7311194,"Pleuranthodendron"
4261405,"Pleuranthodendron lindenii"
5685828,"Pleurothyrium cinereum"
5685759,"Pleurothyrium insigne"
5685691,"Pleurothyrium parviflorum"
7859388,"Pleurothyrium poeppigii"
5685651,"Pleurothyrium tomentellum"
5685645,"Pleurothyrium trianae"
5685640,"Pleurothyrium vasquezii"
5685627,"Pleurothyrium williamsii"
5415643,"Plinia inflata"
5415600,"Plinia pinnata"
9325309,"Plinia yasuniana"
3075158,"Podocalyx"
3075159,"Podocalyx loranthoides"
8830,"Podocarpaceae"
3156211,"Porcelia"
3156212,"Porcelia mediocris"
2893883,"Posoqueria coriacea"
2893927,"Posoqueria longiflora"
7350779,"Pourouma acuminata"
4013508,"Pourouma cecropiifolia"
4013430,"Pourouma cucura"
4013344,"Pourouma floccosa"
7316396,"Pourouma melinonii"
7316440,"Pourouma mollis"
4013604,"Pourouma napoensis"
4013569,"Pourouma petiolulata"
7316411,"Pourouma tomentosa"
2884997,"Pouteria aubrevillei"
2884402,"Pouteria bangii"
2884788,"Pouteria caimito"
2884569,"Pouteria calistophylla"
2884309,"Pouteria campechiana"
2884437,"Pouteria coriacea"
2884147,"Pouteria ephedrantha"
2884362,"Pouteria filipes"
2884159,"Pouteria glauca"
2884503,"Pouteria jariensis"
2884365,"Pouteria juruana"
2884670,"Pouteria laevigata"
2884994,"Pouteria lucumifolia"
2884481,"Pouteria macrophylla"
2884744,"Pouteria multiflora"
2884308,"Pouteria nemorosa"
2884954,"Pouteria nudipetala"
2884862,"Pouteria oblanceolata"
2884723,"Pouteria petiolata"
2884526,"Pouteria pubescens"
2884054,"Pouteria reticulata"
2884900,"Pouteria scabritesta"
2884932,"Pouteria sclerocarpa"
2884128,"Pouteria simulans"
2884812,"Pouteria torta"
2884359,"Pouteria trilocularis"
2884608,"Pouteria venosa"
2883827,"Pradosia"
2883828,"Pradosia grisebachii"
2738943,"Prestoea ensiformis"
2414,"Proteaceae"
3992631,"Protium aidanianum"
3992474,"Protium apiculatum"
7286827,"Protium divaricatum"
3993416,"Protium ecuadorense"
3993289,"Protium gallosum"
3992406,"Protium meridionale"
7286876,"Protium opacum"
7286824,"Protium polybotryum"
3993357,"Protium puncticulatum"
3993264,"Protium robustum"
3993235,"Protium rubrum"
3993127,"Protium spruceanum"
3993075,"Protium subserratum"
7286790,"Protium tenuifolium"
3992925,"Protium trifoliolatum"
7286772,"Protium unifoliolatum"
3992796,"Protium vestitum"
3023123,"Prunus herthae"
3152211,"Pseudobombax"
4073645,"Pseudobombax munguba"
4073614,"Pseudobombax septenatum"
7262528,"Pseudolmedia rigida"
8107622,"Pseudosamanea"
2972923,"Pseudosamanea guachapele"
3071113,"Pseudosenefeldera"
3071114,"Pseudosenefeldera inclinata"
3158193,"Pseudoxandra"
3158209,"Pseudoxandra polyphleba"
2921799,"Psychotria anemothyrsa"
9623404,"Psychotria guianensis"
2921004,"Psychotria herzogii"
2923258,"Psychotria micrantha"
2920086,"Psychotria trivialis"
2922367,"Psychotria williamsii"
5349269,"Pterocarpus amazonum"
5349244,"Pterocarpus santalinoides"
7266077,"Punjuba"
2977828,"Punjuba killipii"
4073535,"Quararibea amazonica"
4073119,"Quararibea guianensis"
4073580,"Quararibea wittii"
3986470,"Quiina amazonica"
3986518,"Quiina blackii"
3986526,"Quiina cruegeriana"
3986524,"Quiina grandifolia"
8288718,"Quiina macrophylla"
3986449,"Quiina obovata"
5339485,"Randia hondensis"
2896794,"Raritebe"
2896795,"Raritebe palicoureoides"
7316931,"Rauvolfia leptophylla"
2909612,"Remijia"
2909665,"Remijia chelomaphylla"
2687720,"Retrophyllum"
2687731,"Retrophyllum rospigliosii"
7273600,"Rhamnidium"
3874704,"Rhamnidium elaeocarpum"
7316660,"Rhigospira"
3615482,"Rhigospira quadrangularis"
4179257,"Rhodostemonodaphne crenaticupula"
4179161,"Rhodostemonodaphne grandis"
4179062,"Rhodostemonodaphne longipetiolata"
4178940,"Rhodostemonodaphne napoensis"
4178881,"Rhodostemonodaphne praeclara"
4178784,"Rhodostemonodaphne sordida"
4178747,"Rhodostemonodaphne synandra"
3079144,"Richeria grandis"
7296599,"Rinoreocarpus"
4076764,"Rinoreocarpus ulei"
8244725,"Rosenbergiodendron"
2904214,"Rosenbergiodendron longiflorum"
7286930,"Roupala"
7831077,"Roupala montana"
3686515,"Rourea adenophora"
7326611,"Rourea cuspidata"
2910497,"Rudgea cornifolia"
3848400,"Rudgea crassipetiolata"
2910526,"Rudgea cryptantha"
2910553,"Rudgea guianensis"
10807045,"Rudgea yasuniana"
7288310,"Ruizterania"
4030492,"Ruizterania cassiquiarensis"
4030702,"Ruizterania urceolata"
2900141,"Sabicea"
2900333,"Sabicea panamensis"
7320134,"Sacoglottis"
3649109,"Sacoglottis amazonica"
7320147,"Sacoglottis guianensis"
5377876,"Sagotia brachysepala"
5579800,"Salacia cordata"
5579512,"Salacia impressifolia"
5580333,"Salacia macrantha"
6387493,"Sanango"
4055793,"Sanango racemosum"
5380010,"Sapium ciliatum"
5379918,"Sapium glandulosum"
5379846,"Sapium laurifolium"
5379839,"Sapium marmieri"
5379890,"Sapium stylare"
2886225,"Sarcaulus oblatus"
2886226,"Sarcaulus wurdackii"
7270665,"Saurauia"
3644527,"Saurauia adenodonta"
7270684,"Saurauia herthae"
7270805,"Saurauia prainiana"
7270984,"Schizocalyx"
7379073,"Schizocalyx peruvianus"
7311257,"Schoenobiblus"
3567577,"Schoenobiblus daphnoides"
7645206,"Schoenobiblus peruviana"
7314478,"Sciodaphyllum"
11407595,"Sciodaphyllum diplodactylum"
2981234,"Senegalia hayesii"
3795941,"Senegalia paniculata"
2980360,"Senegalia polyphylla"
3795803,"Senegalia tubulifera"
2957751,"Senna bacillaris"
2957131,"Senna macrophylla"
2957158,"Senna multijuga"
2957621,"Senna ruiziana"
7296130,"Septotheca"
4073163,"Septotheca tessmannii"
7329562,"Simaba guianensis"
3709147,"Simaba orinocensis"
5335271,"Simira erythroxylon"
5335257,"Simira wurdackii"
3782734,"Siparuna aspera"
7264504,"Siparuna cristata"
3782467,"Siparuna grandiflora"
7264535,"Siparuna guianensis"
3782363,"Siparuna harlingii"
3782954,"Siparuna macrotepala"
3783050,"Siparuna reginae"
3782767,"Siparuna schimpffii"
5651034,"Sloanea brachytepala"
5651010,"Sloanea castanocarpa"
5651320,"Sloanea durissima"
7291085,"Sloanea eichleri"
5651289,"Sloanea erismoides"
5651261,"Sloanea floribunda"
5651239,"Sloanea froesii"
5651212,"Sloanea grandiflora"
5651175,"Sloanea hirsuta"
5651155,"Sloanea kappleriana"
5651146,"Sloanea laevigata"
5651127,"Sloanea laurifolia"
5651126,"Sloanea laxiflora"
8399874,"Sloanea macrophylla"
5651046,"Sloanea meianthera"
9467760,"Sloanea multinervis"
5650996,"Sloanea obtusifolia"
5651195,"Sloanea rufa"
5651163,"Sloanea spathulata"
5651141,"Sloanea terniflora"
5651128,"Sloanea tuerckheimii"
5651125,"Sloanea usurpatrix"
2929169,"Solanum anisophyllum"
2929904,"Solanum appressum"
2930819,"Solanum bellum"
2931820,"Solanum endopogon"
3798638,"Solanum hypermegethes"
2931480,"Solanum nudum"
2930066,"Solanum occultum"
2931919,"Solanum oppositifolium"
2930419,"Solanum oxyphyllum"
2932018,"Solanum riparium"
2931617,"Solanum robustifrons"
2929481,"Solanum rugosum"
2932884,"Solanum schlechtendalianum"
2930479,"Solanum sessile"
9478958,"Solanum splendens"
2931039,"Solanum sycophanta"
3762938,"Sorocea guilleminiana"
7262377,"Sorocea pubivena"
3762633,"Sorocea sarcocarpa"
2650270,"Sphaeropteris"
5529551,"Sphaeropteris quindiuensis"
2893759,"Sphinctanthus"
2893764,"Sphinctanthus maculatus"
3190593,"Spondias mombin"
3190598,"Spondias purpurea"
7309869,"Stephanopodium"
4195804,"Stephanopodium angulatum"
4196121,"Stephanopodium peruvianum"
7368715,"Sterculia guapayensis"
8292123,"Sterculia peruviana"
6029413,"Sterculia pruriens"
7371341,"Sterculia rugosa"
5547455,"Sterculia speciosa"
7700900,"Sterculia tessmannii"
7273564,"Sterigmapetalum"
3874166,"Sterigmapetalum obovatum"
5645381,"Strychnos darienensis"
7671232,"Strychnos erichsonii"
5645742,"Strychnos jobertiana"
7289427,"Strychnos panamensis"
5645642,"Strychnos ramentifera"
3722177,"Stylogyne bracteolata"
3721676,"Stylogyne serpentina"
8370894,"Styrax macrophyllus"
5541365,"Styrax pavonii"
5352001,"Swartzia amplifolia"
5351848,"Swartzia benthamiana"
5352098,"Swartzia bombycina"
5351901,"Swartzia calva"
5352042,"Swartzia cardiosperma"
5351907,"Swartzia leptopetala"
5351898,"Swartzia macrosema"
5352005,"Swartzia myrtifolia"
5351880,"Swartzia polyphylla"
5352126,"Swartzia racemosa"
5351935,"Swartzia reticulata"
5352047,"Swartzia simplex"
3190483,"Swietenia"
3190484,"Swietenia macrophylla"
2737041,"Syagrus"
5293840,"Syagrus sancona"
5293874,"Syagrus smithii"
7291272,"Symmeria"
7291273,"Symmeria paniculata"
6708,"Symplocaceae"
3032996,"Symplocos"
3643345,"Symplocos arechea"
3169631,"Tabernaemontana amygdalifolia"
3617922,"Tabernaemontana cymosa"
3616223,"Tabernaemontana macrocalyx"
3616123,"Tabernaemontana markgrafiana"
3616083,"Tabernaemontana maxima"
3615806,"Tabernaemontana muricata"
3621931,"Tabernaemontana siphilitica"
3621389,"Tabernaemontana undulata"
3969491,"Tachigali chrysophylla"
3932295,"Tachigali macbridei"
3932247,"Tachigali paraensis"
3932197,"Tachigali setifera"
3788402,"Talisia croatii"
7506722,"Talisia megaphylla"
3788125,"Talisia microphylla"
3787985,"Talisia princeps"
3659992,"Tapirira obtusa"
3659893,"Tapirira retusa"
7309881,"Tapura amazonica"
4195662,"Tapura coriacea"
4196016,"Tapura guianensis"
4195869,"Tapura magnifolia"
9578164,"Terminalia congesta"
8141997,"Terminalia dichotoma"
9246280,"Terminalia duckei"
3698961,"Terminalia guyanensis"
9578576,"Terminalia macrophylla"
3189396,"Terminalia oblonga"
9428917,"Terminalia parvifolia"
9277842,"Terminalia pulcherrima"
9312547,"Terminalia suaveolens"
9307101,"Terminalia tetraphylla"
9595924,"Terminalia viridiflora"
3114904,"Tessaria"
3114910,"Tessaria integrifolia"
3156234,"Tetrameranthus"
8223337,"Tetrameranthus globulifer"
3062931,"Tetrorchidium andinum"
3062925,"Tetrorchidium rubrivenium"
3189597,"Theaceae"
3152209,"Theobroma bicolor"
3152205,"Theobroma cacao"
3669722,"Theobroma glaucum"
3152208,"Theobroma grandiflorum"
2428,"Thymelaeaceae"
7321509,"Thyrsodium"
3659586,"Thyrsodium spruceanum"
7480378,"Ticorea"
3835773,"Ticorea diandra"
7264936,"Toulicia"
3786285,"Toulicia reticulata"
3711775,"Tovomita calophyllophylla"
8875594,"Tovomita hopkinsii"
3710848,"Tovomita umbellata"
7269262,"Toxosiphon"
3835094,"Toxosiphon carinatus"
3835052,"Toxosiphon trifoliatus"
7286746,"Trattinnickia burserifolia"
3992504,"Trattinnickia glaziovii"
8034797,"Trattinnickia lawrancei"
3994303,"Trattinnickia peruviana"
2984500,"Trema"
2984501,"Trema micranthum"
3851379,"Trichilia cipo"
7271353,"Trichilia elegans"
3850854,"Trichilia euneura"
3852323,"Trichilia pachypoda"
3852028,"Trichilia pittieri"
3852019,"Trichilia pleeana"
3851449,"Trichilia rubra"
3850858,"Trichilia stipitata"
9181920,"Trigynaea duckei"
3154839,"Trigynaea lagaropoda"
4038608,"Triplaris americana"
4038399,"Triplaris cumingiana"
4037419,"Triplaris weigeltiana"
10808815,"Trophis"
2984648,"Trophis racemosa"
3157793,"Unonopsis magnifolia"
3157804,"Unonopsis peruviana"
3157817,"Unonopsis spectabilis"
3157780,"Unonopsis stipitata"
2984329,"Urera"
7411905,"Urera baccifera"
2984335,"Urera caracasana"
4098366,"Urera simplex"
7320149,"Vantanea parviflora"
2965112,"Vatairea"
2965130,"Vatairea erythrocarpa"
2965116,"Vatairea fusca"
2965124,"Vatairea guianensis"
3110435,"Vernonanthura"
3124739,"Vernonanthura patens"
4924416,"Viburnaceae"
2888580,"Viburnum"
3857277,"Viburnum toronis"
3152847,"Virola calophylla"
3743497,"Virola decorticans"
3743485,"Virola divergens"
3743067,"Virola mollissima"
3743027,"Virola multinervia"
3744248,"Virola parvifolia"
7333773,"Virola peruviana"
3152846,"Virola sebifera"
3189576,"Vismia cayennensis"
7679156,"Vismia ferruginea"
3714157,"Vismia gracilis"
3713883,"Vismia lauriformis"
3713726,"Vismia obtusa"
3713643,"Vismia pozuzoensis"
3713560,"Vismia sandwithii"
3713497,"Vismia sprucei"
7309596,"Vitex cymosa"
7309552,"Vitex gigantea"
7309336,"Vitex orinocensis"
3903497,"Vitex pseudolea"
4030704,"Vochysia biloba"
7378543,"Vochysia ferruginea"
4030425,"Vochysia grandis"
4030836,"Vochysia guianensis"
4030518,"Vochysia leguiana"
4030465,"Vochysia lomatophylla"
4030766,"Vochysia punctata"
4030427,"Vochysia venulosa"
7288386,"Vochysia vismiifolia"
7264833,"Vouarana"
3785412,"Vouarana anomala"
5340116,"Warszewiczia coccinea"
5340126,"Warszewiczia schwackei"
3157126,"Xylopia aromatica"
3157206,"Xylopia calophylla"
3157060,"Xylopia excellens"
3157016,"Xylopia ligustrifolia"
3157190,"Xylopia multiflora"
3157030,"Xylopia neglecta"
7845581,"Xylopia nitida"
2874117,"Xylosma"
7835337,"Xylosma benthamii"
3878857,"Xylosma tessmannii"
8255303,"Yasunia"
8075855,"Yasunia sessiliflora"
3833649,"Zanthoxylum acuminatum"
3190118,"Zanthoxylum caribaeum"
3832117,"Zanthoxylum compactum"
3831433,"Zanthoxylum ekmanii"
3831132,"Zanthoxylum formiciferum"
3190119,"Zanthoxylum martinicense"
3834649,"Zanthoxylum riedelianum"
3834097,"Zanthoxylum sprucei"
7265394,"Zinowiewia"
3790925,"Zinowiewia australis"
5347431,"Zygia cataractae"
5347370,"Zygia coccinea"
5580495,"Zygia dinizii"
5347357,"Zygia inaequalis"
5347445,"Zygia juruana"
5580489,"Zygia lathetica"
5347411,"Zygia latifolia"
5347452,"Zygia longifolia"
