"taxon_code","gbif_accepted_taxon_id","gbif_accepted_scientific_name","Idlevel"
"PIPEBF-Piper bellidifolium",4189329,"Piper bellidifolium","species"
"PIPEBU-Piper bulada",3075433,"Piper","genus"
"PIPECO-Piper cordipub",3075433,"Piper","genus"
"PIPECR-Piper crassinervium",7305747,"Piper crassinervium","species"
"PIPEDA-Piper darkcrasa",3075433,"Piper","genus"
"PIPEFU-Piper fuzicort",3075433,"Piper","genus"
"PIPEGR-Piper granmini",3075433,"Piper","genus"
"PIPEIM-Piper immutatum",4185203,"Piper immutatum","species"
"PIPELI-Piper lija",3075433,"Piper","genus"
"PIPEMA-Piper macrophyllum",7304860,"Piper arboreum","species"
"PIPEMI-Piper minibroqui",3075433,"Piper","genus"
"PIPEMN-Piper minicord",3075433,"Piper","genus"
"PIPEMU-Piper musteum",4191310,"Piper musteum","species"
"PIPEMY-Piper maranyonense",4186753,"Piper maranyonense","species"
"PIPENE-Piper nervi",3075433,"Piper","genus"
"PIPENG-Piper nerviglabra",3075433,"Piper","genus"
"PIPEOC-Piper obchic",3075433,"Piper","genus"
"PIPEOG-Piper obglab",3075433,"Piper","genus"
"PIPEON-Piper obnervi",3086367,"Peperomia","genus"
"PIPEOT-Piper obtomen",3075433,"Piper","genus"
"PIPEOV-Piper obvil",3075433,"Piper","genus"
"PIPEPU-Piper pubescens",3075433,"Piper","genus"
"PIPERE-Piper renato",3075433,"Piper","genus"
"PIPERT-Piper reticulatum",3086330,"Piper reticulatum","species"
"PIPESC-Piper hispidum",3086355,"Piper hispidum","species"
"PIPESD-Piper scandent",3086367,"Peperomia","genus"
"PIPESE-Piper sesivil",3075433,"Piper","genus"
"PIPEST-Piper scutilimbum",4190215,"Piper scutilimbum","species"
"PIPTPT-Piptadenia pteroclada",2951808,"Piptadenia pteroclada","species"
"PLATPI-Platymiscium pinnatum",2944742,"Platymiscium pinnatum","species"
"PLATST-Platymiscium stipulare",2944751,"Platymiscium stipulare","species"
"PLEUBI-Pleurothyrium bifidum",5685848,"Pleurothyrium bifidum","species"
"PLEUCI-Pleurothyrium cinereum",5685828,"Pleurothyrium cinereum","species"
"PLEUCO-Pleurothyrium cordata",10738820,"Pleurothyrium","genus"
"PLEUCU-Pleurothyrium cuneifolium",5685814,"Pleurothyrium cuneifolium","species"
"PLEUGL-Pleurothyrium glabrifolium",5685796,"Pleurothyrium glabrifolium","species"
"PLEUIN-Pleurothyrium insigne",5685759,"Pleurothyrium insigne","species"
"PLINCA-Plinia yasuniana",9325309,"Plinia yasuniana","species"
"PLINCO-Myrciaria racemosa",7982334,"Myrciaria racemosa","species"
"PLINPS-Plinia pseudomouriri",3173680,"Plinia","genus"
"PLINUN-Plinia unop",3173680,"Plinia","genus"
"POLLDI-Pollalesta discolor",3122128,"Piptocoma discolor","species"
"POSOLA-Posoqueria latifolia",2893899,"Posoqueria latifolia","species"
"POSOLO-Posoqueria longiflora",2893927,"Posoqueria longiflora","species"
"POTARE-Potalia resinifera",4019684,"Potalia resinifera","species"
"POULAR-Poulsenia armata",5570848,"Poulsenia armata","species"
"POURBI-Pourouma bicolor",7316430,"Pourouma bicolor","species"
"POURDE-Pourouma deeplob",7316388,"Pourouma","genus"
"POURGU-Pourouma guianensis",7316407,"Pourouma guianensis","species"
"POURME-Pourouma medioarco",7316388,"Pourouma","genus"
"POURMI-Pourouma minor",4013658,"Pourouma minor","species"
"POURNA-Pourouma napoensis",4013604,"Pourouma napoensis","species"
"POURTO-Pourouma tomentosa",7316411,"Pourouma tomentosa","species"
"POUTAC-Pouteria hispida",2884510,"Pouteria guianensis","species"
"POUTAN-Pouteria anchalisa",2884049,"Pouteria","genus"
"POUTAP-Pouteria angostaloopy",2884049,"Pouteria","genus"
"POUTBA-Pouteria baehniana",2884661,"Pouteria baehniana","species"
"POUTBI-Pouteria bilocularis",2884964,"Pouteria bilocularis","species"
"POUTCA-Pouteria caimito",2884788,"Pouteria caimito","species"
"POUTCL-Pouteria calistophylla",2884569,"Pouteria calistophylla","species"
"POUTDO-Pouteria doradagrande",2884049,"Pouteria","genus"
"POUTDU-Pouteria durlandii",2884848,"Pouteria durlandii","species"
"POUTGM-Pouteria glomerata",2884079,"Pouteria glomerata","species"
"POUTGO-Pouteria granopaca",2884049,"Pouteria","genus"
"POUTGR-Pouteria gracilis",2884662,"Pouteria gracilis","species"
"POUTGU-Pouteria guianensis",7485884,"Pouteria guianensis","species"
"POUTKR-Pouteria krukovii",2884893,"Pouteria krukovii","species"
"POUTLA-Pouteria largamembra",2884049,"Pouteria","genus"
"POUTMU-Pouteria multiflora",2884744,"Pouteria multiflora","species"
"POUTNU-Pouteria nudipetala",2884954,"Pouteria nudipetala","species"
"POUTPE-Pouteria peciolote",2884049,"Pouteria","genus"
"POUTPL-Pouteria platyphylla",2884374,"Pouteria platyphylla","species"
"POUTPR-Pouteria procera",2884909,"Pouteria procera","species"
"POUTRB-Pouteria cuspidata",2884675,"Pouteria cuspidata","species"
"POUTRD-Pouteria redondita",2884049,"Pouteria","genus"
"POUTRE-Pouteria reticulata",2884054,"Pouteria reticulata","species"
"POUTRO-Pouteria rostrata",2884141,"Pouteria rostrata","species"
"POUTSM-Pouteria smedobov",2884049,"Pouteria","genus"
"POUTSR-Pouteria pseudorostrata",2884049,"Pouteria","genus"
"POUTTC-Pouteria tortachicorden",2884049,"Pouteria","genus"
"POUTTO-Pouteria tortachica",2884049,"Pouteria","genus"
"POUTTR-Pouteria trilocularis",2884359,"Pouteria trilocularis","species"
"POUTTU-Pouteria torta",2884812,"Pouteria torta","species"
"POUTVE-Pouteria vernicosa",2884494,"Pouteria vernicosa","species"
"PRADAT-Pradosia atroviolacea",2883828,"Pradosia grisebachii","species"
"PRESSC-Prestoea schultzeana",2738938,"Prestoea schultzeana","species"
"PROTAM-Protium amazonicum",3992544,"Protium amazonicum","species"
"PROTAR-Protium aracouchini",7286738,"Protium aracouchini","species"
"PROTBR-Protium brillanodu",7286732,"Protium","genus"
"PROTGL-Protium glabrescens",3993224,"Protium glabrescens","species"
"PROTGR-Protium grannodu",7286732,"Protium","genus"
"PROTGU-Protium guianense",3993081,"Protium guianense","species"
"PROTNO-Protium nodulosum",3994070,"Protium nodulosum","species"
"PROTSA-Protium sagotianum",3993226,"Protium sagotianum","species"
"PROTTR-Protium trifoliolatum",3992925,"Protium trifoliolatum","species"
"PROTUN-Protium unifoliolatum",7286772,"Protium unifoliolatum","species"
"PRUNDE-Prunus debilis",3022573,"Prunus debilis","species"
"PSEDDI-Pseudomalmea diclina",3153991,"Pseudomalmea diclina","species"
"PSEPSU-Pseudopiptadenia suaveolens",3795236,"Pseudopiptadenia suaveolens","species"
"PSEULA-Pseudolmedia laevigata",3764182,"Pseudolmedia laevigata","species"
"PSEULS-Pseudolmedia laevis",3764170,"Pseudolmedia laevis","species"
"PSEUMA-Pseudolmedia macrophylla",3764164,"Pseudolmedia macrophylla","species"
"PSEURI-Pseudolmedia rigida",7262528,"Pseudolmedia rigida","species"
"PSYCBO-Psychotria sacciformis",2923810,"Psychotria sacciformis","species"
"PSYCBR-Psychotria gracilenta",10232993,"Palicourea gracilenta","species"
"PSYCCA-Psychotria caerulea",2920885,"Palicourea caerulea","species"
"PSYCDE-Psychotria paniculata",7829600,"Palicourea paniculata","species"
"PSYCDR-Psychotria dracula",2919963,"Psychotria","genus"
"PSYCHO-Psychotria hoffmannseggian",8095300,"Palicourea hoffmannseggiana","species"
"PSYCHU-Psychotria huampamiensis",8860949,"Palicourea huampamiensis","species"
"PSYCMA-Psychotria margarita",2919963,"Psychotria","genus"
"PSYCME-Psychotria alba",2923270,"Psychotria alba","species"
"PSYCMI-Psychotria microbotrys",10392490,"Palicourea microbotrys","species"
"PSYCON-Psychotria romolerouxiana",2923890,"Psychotria romolerouxiana","species"
"PSYCOS-Psychotria ostreophora",11075119,"Palicourea ostreophora","species"
"PSYCPO-Psychotria poeppigiana",7866160,"Palicourea tomentosa","species"
"PSYCRE-Psychotria remota",2920637,"Psychotria remota","species"
"PSYCRO-Psychotria tenuifolia",2922399,"Psychotria tenuifolia","species"
"PSYCSD-Psychotria stipudent",2919963,"Psychotria","genus"
"PSYCST-Psychotria stenostachya",9332072,"Palicourea stenostachya","species"
"PSYCVI-Psychotria viridis",2921300,"Psychotria viridis","species"
"PTERRH-Pterocarpus rohrii",5349322,"Pterocarpus rohrii","species"
"QUALPA-Qualea paraensis",4030655,"Qualea paraensis","species"
"QUARAM-Quararibea amazonica",4073535,"Quararibea amazonica","species"
"QUARGU-Quararibea guianensis",4073119,"Quararibea guianensis","species"
"QUARSE-Quararibea sesiblanca",3152231,"Quararibea","genus"
"QUARWI-Quararibea wittii",4073580,"Quararibea wittii","species"
"QUIIFL-Quiina florida",3986487,"Quiina florida","species"
"QUIIGO-Quiina grandifolia",3986524,"Quiina grandifolia","species"
"QUIIGR-Quiina grande",7285768,"Quiina","genus"
"QUIIMD-Quiina mediana",7285768,"Quiina","genus"
"RANDBI-Randia bigfuzzy",2911655,"Randia","genus"
"RANDGO-Randia armata",5339445,"Randia armata","species"
"RANDMA-Randia manolo",2911655,"Randia","genus"
"RAUVPR-Rauvolfia praecox",7580047,"Rauvolfia praecox","species"
"RHAMEL-Rhamnidium elaeocarpum",3874704,"Rhamnidium elaeocarpum","species"
"RHODJU-Rhodostemonodaphne juruensis",4179152,"Rhodostemonodaphne juruensis","species"
"RHODKU-Rhodostemonodaphne kunthiana",4179128,"Rhodostemonodaphne kunthiana","species"
"RHODLI-Rhodostemonodaphne licanioides",4179082,"Rhodostemonodaphne licanioides","species"
"RHODSO-Rhodostemonodaphne sordida",4178784,"Rhodostemonodaphne sordida","species"
"RICHRA-Richeria racemosa",7066948,"Richeria grandis","species"
"RINOAP-Rinorea apiculata",10967984,"Bribria apiculata","species"
"RINOLI-Rinorea lindeniana",7296368,"Rinorea lindeniana","species"
"RINOVI-Rinorea viridifolia",4076980,"Rinorea viridifolia","species"
"ROLLCH-Annona neochrysocarpa",5541619,"Annona neochrysocarpa","species"
"ROLLCU-Annona cuspidata",5541649,"Annona cuspidata","species"
"ROLLDO-Annona dolichopetala",5541645,"Annona dolichopetala","species"
"ROLLFL-Annona flacaglabra",3155252,"Annona","genus"
"ROLLGL-Annona glomerulifera",5541639,"Annona glomerulifera","species"
"ROLLPI-Annona papilionella",5541609,"Annona papilionella","species"
"ROUPMO-Roupala montana",7831077,"Roupala montana","species"
"RUAGIN-Ruagea insignis",3851374,"Ruagea insignis","species"
"RUDGBR-Rudgea bracteata",2910863,"Rudgea bracteata","species"
"RUDGFI-Rudgea fina",2910457,"Rudgea","genus"
"RUDGJA-Rudgea japurensis",2910777,"Rudgea panurensis","species"
"RUDGNO-Rudgea nodincho",2910457,"Rudgea","genus"
"RUIZOV-Ruizodendron ovale",3154066,"Ruizodendron ovale","species"
"RYANSP-Ryania speciosa",7342747,"Ryania speciosa","species"
"SAGORA-Sagotia racemosa",5377870,"Sagotia racemosa","species"
"SALAAR-Salacia arbol",3169160,"Salacia","genus"
"SALAAT-Salacia atenucrasa",3169160,"Salacia","genus"
"SALAMA-Salacia macrantha",5580333,"Salacia macrantha","species"
"SANCLO-Sanchezia longiflora",3778953,"Sanchezia longiflora","species"
"SAPILA-Sapium largident",5379830,"Sapium","genus"
"SAPIPR-Sapium primero",5379830,"Sapium","genus"
"SAPIRE-Sapium redonda",5379830,"Sapium","genus"
"SARCBR-Sarcaulus brasiliensis",2886233,"Sarcaulus brasiliensis","species"
"SARCPE-Sarcaulus peloscostimpres",2886224,"Sarcaulus","genus"
"SARCRO-Sarcaulus romolerouxii",2886224,"Sarcaulus","genus"
"SARCVE-Sarcaulus vestitus",2886227,"Sarcaulus vestitus","species"
"SCHEMO-Schefflera morototoni",3038523,"Didymopanax morototoni","species"
"SCHIPA-Schizolobium parahyba",2945453,"Schizolobium parahyba","species"
"SCHOPO-Schoenobiblus peruvianus",7645206,"Schoenobiblus peruviana","species"
"SCHPLU-Schoepfia lucida",3685474,"Schoepfia lucida","species"
"SENNBA-Senna bacillaris",2957751,"Senna bacillaris","species"
"SENNMA-Senna macrophylla",2957131,"Senna macrophylla","species"
"SENNTR-Senna trolliiflora",2957866,"Senna trolliiflora","species"
"SIMAOR-Simaba orinocensis",3709147,"Simaba orinocensis","species"
"SIMAPA-Simaba paraensis",9438218,"Homalolepis paraensis","species"
"SIMAPO-Simaba polyphylla",3709105,"Simaba polyphylla","species"
"SIMICO-Simira cordifolia",5335251,"Simira cordifolia","species"
"SIMIRU-Simira rubescens",5335279,"Simira rubescens","species"
"SIMRAM-Simarouba amara",7720664,"Simarouba amara","species"
"SIPAAN-Siparuna angostadiente",7264484,"Siparuna","genus"
"SIPABI-Siparuna bigll3A",7264484,"Siparuna","genus"
"SIPACE-Siparuna cervicornis",3782391,"Siparuna cervicornis","species"
"SIPACU-Siparuna cuspidata",3783134,"Siparuna cuspidata","species"
"SIPADE-Siparuna decipiens",3783065,"Siparuna decipiens","species"
"SIPAGE-Siparuna grandiflora",3782467,"Siparuna grandiflora","species"
"SIPAMA-Siparuna macrotepala",3782954,"Siparuna macrotepala","species"
"SIPAPO-Siparuna poeppigii",3782128,"Siparuna poeppigii","species"
"SIPATT-Siparuna thecaphora",3782358,"Siparuna thecaphora","species"
"SLOAFR-Sloanea fragrans",5651245,"Sloanea fragrans","species"
"SLOAGD-Sloanea granredonda",3152097,"Sloanea","genus"
"SLOAGI-Sloanea gigapulvi",3152097,"Sloanea","genus"
"SLOAGR-Sloanea granalargada",3152097,"Sloanea","genus"
"SLOAGU-Sloanea guia",3152097,"Sloanea","genus"
"SLOALE-Sloanea lace",3152097,"Sloanea","genus"
"SLOAME-Sloanea membramini",3152097,"Sloanea","genus"
"SLOANE-Sloanea nervi",3152097,"Sloanea","genus"
"SLOAOA-Sloanea oak",3152097,"Sloanea","genus"
"SLOAOB-Sloanea obtusifolia",5650996,"Sloanea obtusifolia","species"
"SLOAOG-Sloanea oblonga",3152097,"Sloanea","genus"
"SLOAOP-Sloanea oppd",3152097,"Sloanea","genus"
"SLOAPE-Sloanea pequrva",3152097,"Sloanea","genus"
"SLOAPO-Sloanea polvorojo",3152097,"Sloanea","genus"
"SLOARO-Sloanea robustipeq",3152097,"Sloanea","genus"
"SLOARU-Sloanea rufisessi",3152097,"Sloanea","genus"
"SLOASY-Sloanea synandra",5651143,"Sloanea synandra","species"
"SLOATO-Sloanea pubescens",8102626,"Sloanea pubescens","species"
"SOCREX-Socratea exorrhiza",2732453,"Socratea exorrhiza","species"
"SOLAAL-Solanum altissimum",2931846,"Solanum kioniotrichum","species"
"SOLAGD-Solanum grandiflorum",2929153,"Solanum grandiflorum","species"
"SOLAGR-Solanum granmini",2928997,"Solanum","genus"
"SOLALE-Solanum leptopodum",2931427,"Solanum leptopodum","species"
"SOLALP-Solanum lepidotum",2931223,"Solanum lepidotum","species"
"SOLAMA-Solanum malletii",2931024,"Solanum malletii","species"
"SOLASE-Solanum sessile",2930479,"Solanum sessile","species"
"SOLATE-Solanum thelopodium",2931531,"Solanum thelopodium","species"
"SOROMU-Sorocea muriculata",7262387,"Sorocea muriculata","species"
"SOROPU-Sorocea pubivena",7262377,"Sorocea pubivena","species"
"SOROST-Sorocea steinbachii",3764462,"Sorocea steinbachii","species"
"SPONMO-Spondias mombin",8185571,"Spondias mombin","species"
"STERAP-Sterculia apeibophylla",7745281,"Sterculia apeibophylla","species"
"STERAT-Sterculia apetala",5406679,"Sterculia apetala","species"
"STERCO-Sterculia colombiana",8250451,"Sterculia colombiana","species"
"STERFR-Sterculia frondosa",8394990,"Sterculia frondosa","species"
"STERTE-Sterculia tessmannii",7700900,"Sterculia tessmannii","species"
"STRCDA-Strychnos darienensis",5645381,"Strychnos darienensis","species"
"STRYPO-Stryphnodendron porcatum",2951713,"Stryphnodendron porcatum","species"
"STYLLO-Stylogyne longifolia",3721913,"Stylogyne longifolia","species"
"STYRCO-Styrax cordatus",5541365,"Styrax pavonii","species"
"STYRGU-Styrax guyanensis",5541247,"Styrax guyanensis","species"
"SWARAR-Swartzia arborescens",5352087,"Swartzia arborescens","species"
"SWARBE-Swartzia rosea",5351850,"Swartzia rosea","species"
"SWARBO-Swartzia bombycina",5352098,"Swartzia bombycina","species"
"SWARCA-Swartzia cardiosperma",5352042,"Swartzia cardiosperma","species"
"SWARMU-Swartzia multijuga",5352110,"Swartzia multijuga","species"
"SWARSI-Swartzia calophylla",5352049,"Swartzia calophylla","species"
"SYMHGL-Symphonia globulifera",8185162,"Symphonia globulifera","species"
"SYMPAR-Symplocos arechea",3643345,"Symplocos arechea","species"
"TABEOC-Tabebuia ochracea",7880545,"Tabebuia ochracea","species"
"TABESE-Tabebuia serratifolia",7353404,"Tabebuia serratifolia","species"
"TABRPE-Tabernaemontana pequena",3169624,"Tabernaemontana","genus"
"TABRSA-Tabernaemontana sananho",3614389,"Tabernaemontana sananho","species"
"TACHFO-Tachigali formicarum",2945126,"Tachigali formicarum","species"
"TACHPA-Tachigali inconspicua",8382610,"Tachigali inconspicua","species"
"TACHPN-Tachigali paniculata",2945147,"Tachigali paniculata","species"
"TALAOV-Magnolia equatorialis",9058332,"Magnolia equatorialis","species"
"TALATY-Magnolia rimachii",3153132,"Magnolia rimachii","species"
"TALICE-Talisia cerasina",3788434,"Talisia cerasina","species"
"TALIGI-Talisia gigapulvi",3189946,"Talisia","genus"
"TALIPU-Talisia pulvinote",3189946,"Talisia","genus"
"TALIRE-Talisia 2-retic",3189946,"Talisia","genus"
"TAPIGU-Tapirira guianensis",7321555,"Tapirira guianensis","species"
"TAPIOB-Tapirira obtusa",3659992,"Tapirira obtusa","species"
"TAPISA-Tapirira myriantha",7321556,"Tapirira guianensis","species"
"TAPUJU-Tapura juruana",4195950,"Tapura juruana","species"
"TAPUPE-Tapura peruviana",7309870,"Tapura peruviana","species"
"TERMAM-Terminalia amazonia",8153963,"Terminalia amazonica","species"
"TERMAX-Terminalia axilpub",3189387,"Terminalia","genus"
"TERMOB-Buchenavia ob",3189387,"Terminalia","genus"
"TERMOG-Terminalia oblonga",3189396,"Terminalia oblonga","species"
"TESSHE-Tessmannianthus heterostemon",3866056,"Tessmannianthus heterostemon","species"
"TETGPA-Tetragastris panamensis",7286863,"Tetragastris panamensis","species"
"TETRMC-Tetrorchidium macrophyllum",3062937,"Tetrorchidium macrophyllum","species"
"TETTMA-Tetrathylacium macrophyllum",7274105,"Tetrathylacium macrophyllum","species"
"THEOSP-Theobroma speciosum",7657303,"Theobroma speciosum","species"
"THEOSU-Theobroma subincanum",4939555,"Theobroma subincanum","species"
"THYRBA-Thyrsodium barniz",7321509,"Thyrsodium","genus"
"TOCCGU-Tococa guianensis",10816285,"Miconia tococa","species"
"TOCOBU-Tocoyena williamsii",2898256,"Tocoyena pittieri","species"
"TOVOAL-Tovomita alargada",7329865,"Tovomita","genus"
"TOVOGC-Tovomita grancrasa",7329865,"Tovomita","genus"
"TOVOGR-Tovomita grande",7329865,"Tovomita","genus"
"TOVOTY-Tovomita tyana",7329865,"Tovomita","genus"
"TOXITR-Toxosiphon trifoliatus",3835052,"Toxosiphon trifoliatus","species"
"TRATAS-Trattinnickia lawrancei",7286736,"Trattinnickia lawrancei","species"
"TRATLA-Trattinnickia lancifolia",3992462,"Trattinnickia lancifolia","species"
"TRATPS-Trattinnickia pseudocedrela",7286734,"Trattinnickia","genus"
"TREMMI-Trema micrantha",2984501,"Trema micranthum","species"
"TRICAD-Trichilia adolfi",3852221,"Trichilia adolfi","species"
"TRICCI-Trichilia cip",3190490,"Trichilia","genus"
"TRICDE-Trichilia densapunta",3190490,"Trichilia","genus"
"TRICEL-Trichilia elsae",3850939,"Trichilia elsae","species"
"TRICLA-Trichilia laxipaniculata",3849845,"Trichilia laxipaniculata","species"
"TRICMA-Trichilia maynasiana",3849551,"Trichilia maynasiana","species"
"TRICMI-Trichilia micrantha",3852930,"Trichilia micrantha","species"
"TRICMN-Trichilia miniraquis",3190490,"Trichilia","genus"
"TRICOB-Trichilia obovata",3852514,"Trichilia obovata","species"
"TRICPA-Trichilia pallida",3190491,"Trichilia pallida","species"
"TRICPO-Trichilia poeppigii",7271459,"Trichilia poeppigii","species"
"TRICQU-Trichilia quadrijuga",7271413,"Trichilia quadrijuga","species"
"TRICRU-Trichilia rubra",3851449,"Trichilia rubra","species"
"TRICSE-Trichilia septentrionalis",3851153,"Trichilia septentrionalis","species"
"TRICSO-Trichilia solitudinis",3850994,"Trichilia solitudinis","species"
"TRIGTR-Trigynaea triplinervis",3154853,"Trigynaea triplinervis","species"
"TRIPDU-Triplaris dugandii",4038383,"Triplaris dugandii","species"
"TRYMAM-Trymatococcus amazonicus",11724343,"Brosimum amazonicum","species"
"TURPOC-Turpinia occidentalis",5421358,"Turpinia occidentalis","species"
"UNONFL-Unonopsis floribunda",3157782,"Unonopsis floribunda","species"
"UNONVE-Unonopsis veneficiorum",3157823,"Unonopsis veneficiorum","species"
"URERBA-Urera baccifera",7411905,"Urera baccifera","species"
"VANTGU-Vantanea guianensis",3649222,"Vantanea guianensis","species"
"VATAIG-Vataireopsis iglesiasii",2965593,"Vataireopsis iglesiasii","species"
"VIRODI-Virola dixonii",3743473,"Virola dixonii","species"
"VIRODU-Virola duckei",3743458,"Virola duckei","species"
"VIROEL-Virola elongata",7171876,"Virola elongata","species"
"VIROFL-Virola flexuosa",3743391,"Virola flexuosa","species"
"VIROMI-Virola microfuzzy",3152843,"Virola","genus"
"VIROMO-Virola mollissima",3743067,"Virola mollissima","species"
"VIROMU-Virola multinervia",3743027,"Virola multinervia","species"
"VIROOB-Virola obovata",3742984,"Virola obovata","species"
"VIROPA-Virola pavonis",3744236,"Virola pavonis","species"
"VIROXX-Virola xx",3152843,"Virola","genus"
"VISMBA-Vismia baccifera",8113584,"Vismia baccifera","species"
"VISMBO-Vismia bosque",3189574,"Vismia","genus"
"VISMFL-Vismia floribunda",3714212,"Vismia floribunda","species"
"VISMMA-Vismia macrophylla",7798391,"Vismia macrophylla","species"
"VISMSP-Vismia sprucei",3713497,"Vismia sprucei","species"
"VITESC-Vitex schunkei",3903015,"Vitex schunkei","species"
"VITETR-Vitex triflora",7309189,"Vitex triflora","species"
"VOCHBR-Vochysia braceliniae",4030673,"Vochysia braceliniae","species"
"VOCHGR-Vochysia grandis",4030425,"Vochysia grandis","species"
"VOURAN-Vouarana anomala",3785412,"Vouarana anomala","species"
"WARSCC-Warszewiczia coccinea",5340116,"Warszewiczia coccinea","species"
"WARSCO-Warszewiczia cordata",5340130,"Warszewiczia cordata","species"
"WETTMA-Wettinia maynensis",2737000,"Wettinia maynensis","species"
"WITTST-Wittmackanthus stanleyanus",2903398,"Wittmackanthus stanleyanus","species"
"XYLOCU-Xylopia cuspidata",3157048,"Xylopia cuspidata","species"
"XYLOHI-Guatteria hiena",3155604,"Guatteria","genus"
"XYLOLI-Xylopia sericea",3157040,"Xylopia sericea","species"
"XYLSGL-Xylosma glanredonda",2874117,"Xylosma","genus"
"ZANTBR-Zanthoxylum brillante",3190076,"Zanthoxylum","genus"
"ZANTGL-Zanthoxylum glanredonda",3190076,"Zanthoxylum","genus"
"ZANTMA-Zanthoxylum margland",3190076,"Zanthoxylum","genus"
"ZANTNE-Zanthoxylum nervi",3190076,"Zanthoxylum","genus"
"ZANTPE-Zanthoxylum perp",3190076,"Zanthoxylum","genus"
"ZANTPN-Zanthoxylum pendiente",3190076,"Zanthoxylum","genus"
"ZANTSE-Zanthoxylum setulosum",3834280,"Zanthoxylum setulosum","species"
"ZANTSU-Zanthoxylum suave",3190076,"Zanthoxylum","genus"
"ZIZICI-Ziziphus cinnamomum",8994554,"Sarcomphalus cinnamomum","species"
"ZYGIHE-Zygia heteroneura",5347420,"Zygia heteroneura","species"
"ZYGIME-Zygia mediana",2939650,"Zygia","genus"
"ZYGIPA-Zygia pablo",2939650,"Zygia","genus"
"ZZCOOV-Unidentified ovni",2431,"Combretaceae","family"
"ZZFABR-Pterocarpus brillafuzzy",5349236,"Pterocarpus","genus"
"ZZFADI-Unidentified diploglauco",5386,"Fabaceae","family"
"ZZHIAT-Unidentified atenumembra",6715,"Celastraceae","family"
"ZZHIOL-Salacia ovalo",3169160,"Salacia","genus"
"ZZLABL-Unidentified bals",6688,"Lauraceae","family"
"ZZLACQ-Licaria chiquita",3033969,"Licaria","genus"
"ZZLACR-Unidentified chorongo",6688,"Lauraceae","family"
"ZZLAFU-Unidentified furrycanela",6688,"Lauraceae","family"
"ZZLAGB-Rhodostemonodaphne granbrillacuspi",7304348,"Rhodostemonodaphne","genus"
"ZZLAGV-Unidentified granverde",6688,"Lauraceae","family"
"ZZLAIF-Unidentified impresofalso",6688,"Lauraceae","family"
"ZZLALR-Unidentified largoarco",6688,"Lauraceae","family"
"ZZLALS-Unidentified lisagroovy",6688,"Lauraceae","family"
"ZZLAME-Unidentified medpubinervi",6688,"Lauraceae","family"
"ZZLAMO-Unidentified miniopacangulo",6688,"Lauraceae","family"
"ZZLAPO-Unidentified pelonegro",6688,"Lauraceae","family"
"ZZLASU-Yasunia sessiliflora",8075855,"Yasunia sessiliflora","species"
"ZZMABU-Unidentified bulondu",6676,"Malpighiaceae","family"
"ZZMAGR-Unidentified granoscura",6676,"Malpighiaceae","family"
"ZZMAMY-Unidentified myrtosco",6676,"Malpighiaceae","family"
"ZZMEAL-Unidentified alarganervi",2397,"Meliaceae","family"
"ZZMYCP-Unidentified cortezapeq",5014,"Myrtaceae","family"
"ZZMYFA-Unidentified falsasalas",5014,"Myrtaceae","family"
"ZZMYMP-Unidentified membrapelos",5014,"Myrtaceae","family"
"ZZMYPR-Unidentified prominsuave",5014,"Myrtaceae","family"
"ZZMYSC-Eugenia smedcomun",3177662,"Eugenia","genus"
"ZZMYSD-Unidentified smedcheilo",5014,"Myrtaceae","family"
"ZZMYSH-Unidentified smedhipocrat",5014,"Myrtaceae","family"
"ZZMYSP-Unidentified smedpubicost",5014,"Myrtaceae","family"
"ZZPITA-Unidentified talisiap",3694522,"Picramniaceae","family"
"ZZRUAP-Unidentified ampliovada",8798,"Rubiaceae","family"
"ZZRUNE-Sphinctanthus maculatus",2893764,"Sphinctanthus maculatus","species"
"ZZRUPS-Unidentified pseudoneoide",8798,"Rubiaceae","family"
"ZZRUWI-Unidentified wilson",8798,"Rubiaceae","family"
"ZZSAAM-Unidentified amarillasper",6657,"Sapindaceae","family"
"ZZSARU-Unidentified rua",6657,"Sapindaceae","family"
