Genus,SpeciesName,Mnemonic,Family,Authority,Idlevel
Picramnia,mini,PICRMI,Picramniaceae,,genus
Picramnia,pubibul,PICRPB,Picramniaceae,,genus
Picramnia,pubirecta,PICRPU,Picramniaceae,,genus
Picramnia,sellowii,PICRSE,Picramniaceae,Planch.,species
Piper,aequale,PIPEAE,Piperaceae,Vahl,species
Piper,albert-smithii,PIPEAL,Piperaceae,Trel. & Yunck.,species
Piper,arboreum,PIPEAR,Piperaceae,Aubl.,species
Piper,augustum,PIPEAU,Piperaceae,Rudge,species
Piper,bellidi,PIPEBE,Piperaceae,,genus
Piper,bellidifolium,PIPEBF,Piperaceae,Yunck.,species
Piper,bulada,PIPEBU,Piperaceae,,genus
Piper,cordipub,PIPECO,Piperaceae,,genus
Piper,crassinervium,PIPECR,Piperaceae,Kunth,species
Piper,darkcrasa,PIPEDA,Piperaceae,,genus
Piper,fuzicort,PIPEFU,Piperaceae,,genus
Piper,granmini,PIPEGR,Piperaceae,,genus
Piper,hispidum,PIPESC,Piperaceae,Sw.,species
Piper,immutatum,PIPEIM,Piperaceae,Trel.,species
Piper,lija,PIPELI,Piperaceae,,genus
Piper,macrophyllum,PIPEMA,Piperaceae,Sw.,species
Piper,maranyonense,PIPEMY,Piperaceae,Trel.,species
Piper,minibroqui,PIPEMI,Piperaceae,,genus
Piper,minicord,PIPEMN,Piperaceae,,genus
Piper,musteum,PIPEMU,Piperaceae,Trel.,species
Piper,nervi,PIPENE,Piperaceae,,genus
Piper,nerviglabra,PIPENG,Piperaceae,,genus
Piper,obchic,PIPEOC,Piperaceae,,genus
Piper,obglab,PIPEOG,Piperaceae,,genus
Piper,obnervi,PIPEON,Piperaceae,,genus
Piper,obtomen,PIPEOT,Piperaceae,,genus
Piper,obvil,PIPEOV,Piperaceae,,genus
Piper,pubescens,PIPEPU,Piperaceae,,genus
Piper,renato,PIPERE,Piperaceae,,genus
Piper,reticulatum,PIPERT,Piperaceae,L.,species
Piper,scandent,PIPESD,Piperaceae,,genus
Piper,scutilimbum,PIPEST,Piperaceae,C. DC.,species
Piper,sesivil,PIPESE,Piperaceae,,genus
Piptadenia,pteroclada,PIPTPT,Fabaceae,Benth.,species
Platymiscium,pinnatum,PLATPI,Fabaceae,(Jacq.) Dugand,species
Platymiscium,stipulare,PLATST,Fabaceae,Benth.,species
Pleurothyrium,bifidum,PLEUBI,Lauraceae,Nees,species
Pleurothyrium,cinereum,PLEUCI,Lauraceae,van der Werff,species
Pleurothyrium,cordata,PLEUCO,Lauraceae,,genus
Pleurothyrium,cuneifolium,PLEUCU,Lauraceae,Nees,species
Pleurothyrium,glabrifolium,PLEUGL,Lauraceae,van der Werff,species
Pleurothyrium,insigne,PLEUIN,Lauraceae,van der Werff,species
Plinia,pseudomouriri,PLINPS,Myrtaceae,,genus
Plinia,unop,PLINUN,Myrtaceae,,genus
Plinia,yasuniana,PLINCA,Myrtaceae,M.L. Kawas. & A.J. P rez,species
Pollalesta,discolor,POLLDI,Asteraceae,(Kunth) Aristeg.,species
Posoqueria,latifolia,POSOLA,Rubiaceae,(Rudge) Roem. & Schult.,species
Posoqueria,longiflora,POSOLO,Rubiaceae,Aubl.,species
Potalia,resinifera,POTARE,Loganiaceae,Mart.,species
Poulsenia,armata,POULAR,Moraceae,(Miq.) Standl.,species
Pourouma,bicolor,POURBI,Urticaceae,Mart.,species
Pourouma,deeplob,POURDE,Urticaceae,,genus
Pourouma,guianensis,POURGU,Urticaceae,Aubl.,species
Pourouma,medioarco,POURME,Urticaceae,,genus
Pourouma,minor,POURMI,Urticaceae,Benoist,species
Pourouma,napoensis,POURNA,Urticaceae,C.C. Berg,species
Pourouma,tomentosa,POURTO,Urticaceae,Mart. ex Miq. in Mart.,species
Pouteria,anchalisa,POUTAN,Sapotaceae,,genus
Pouteria,angostaloopy,POUTAP,Sapotaceae,,genus
Pouteria,baehniana,POUTBA,Sapotaceae,Monach.,species
Pouteria,bilocularis,POUTBI,Sapotaceae,(H. Winkl.) Baehni,species
Pouteria,caimito,POUTCA,Sapotaceae,(Ruiz & Pav.) Radlk.,species
Pouteria,calistophylla,POUTCL,Sapotaceae,(Standl.) Baehni,species
Pouteria,cuspidata,POUTRB,Sapotaceae,(A. DC.) Baehni,species
Pouteria,doradagrande,POUTDO,Sapotaceae,,genus
Pouteria,durlandii,POUTDU,Sapotaceae,(Standl.) Baehni,species
Pouteria,glomerata,POUTGM,Sapotaceae,(Miq.) Radlk.,species
Pouteria,gracilis,POUTGR,Sapotaceae,T.D. Penn.,species
Pouteria,granopaca,POUTGO,Sapotaceae,,genus
Pouteria,guianensis,POUTGU,Sapotaceae,Aubl.,species
Pouteria,hispida,POUTAC,Sapotaceae,Eyma,species
Pouteria,krukovii,POUTKR,Sapotaceae,(A.C. Sm.) Baehni,species
Pouteria,largamembra,POUTLA,Sapotaceae,,genus
Pouteria,multiflora,POUTMU,Sapotaceae,(A. DC.) Eyma,species
Pouteria,nudipetala,POUTNU,Sapotaceae,T.D. Penn.,species
Pouteria,peciolote,POUTPE,Sapotaceae,,genus
Pouteria,platyphylla,POUTPL,Sapotaceae,(A.C. Sm.) Baehni,species
Pouteria,procera,POUTPR,Sapotaceae,(Mart.) T.D. Penn.,species
Pouteria,pseudorostrata,POUTSR,Sapotaceae,,genus
Pouteria,redondita,POUTRD,Sapotaceae,,genus
Pouteria,reticulata,POUTRE,Sapotaceae,(Engl.) Eyma,species
Pouteria,rostrata,POUTRO,Sapotaceae,(Huber) Baehni,species
Pouteria,smedobov,POUTSM,Sapotaceae,,genus
Pouteria,torta,POUTTU,Sapotaceae,(Mart.) Radlk.,species
Pouteria,tortachica,POUTTO,Sapotaceae,,genus
Pouteria,tortachicorden,POUTTC,Sapotaceae,,genus
Pouteria,trilocularis,POUTTR,Sapotaceae,Cronquist,species
Pouteria,vernicosa,POUTVE,Sapotaceae,T.D. Penn.,species
Pradosia,atroviolacea,PRADAT,Sapotaceae,Ducke,species
Preslianthus,detonsus,CAPPDE,Capparaceae,(Triana & Planch.) Iltis & Cornejo,species
Prestoea,schultzeana,PRESSC,Arecaceae,(Burret) H.E. Moore,species
Protium,amazonicum,PROTAM,Burseraceae,(Cuatrec.) Daly,species
Protium,aracouchini,PROTAR,Burseraceae,(Aubl.) Marchand,species
Protium,brillanodu,PROTBR,Burseraceae,,genus
Protium,glabrescens,PROTGL,Burseraceae,Swart,species
Protium,grannodu,PROTGR,Burseraceae,,genus
Protium,guianense,PROTGU,Burseraceae,(Aubl.) Marchand,species
Protium,nodulosum,PROTNO,Burseraceae,Swart,species
Protium,sagotianum,PROTSA,Burseraceae,Marchand,species
Protium,trifoliolatum,PROTTR,Burseraceae,Engl. in Mart.,species
Protium,unifoliolatum,PROTUN,Burseraceae,Engl.,species
Prunus,debilis,PRUNDE,Rosaceae,Koehne,species
Pseudolmedia,laevigata,PSEULA,Moraceae,Tr cul,species
Pseudolmedia,laevis,PSEULS,Moraceae,(Ruiz & Pav.) J.F. Macbr.,species
Pseudolmedia,macrophylla,PSEUMA,Moraceae,Tr cul,species
Pseudolmedia,rigida,PSEURI,Moraceae,((Klotzsch & H. Karst.) Cuatrec.,species
Pseudomalmea,diclina,PSEDDI,Annonaceae,(R.E. Fr.) Chatrou,species
Pseudopiptadenia,suaveolens,PSEPSU,Fabaceae,(Miq.) J.W. Grimes,species
Psychotria,alba,PSYCME,Rubiaceae,Ruiz & Pav.,species
Psychotria,caerulea,PSYCCA,Rubiaceae,Ruiz & Pav.,species
Psychotria,dracula,PSYCDR,Rubiaceae,,genus
Psychotria,gracilenta,PSYCBR,Rubiaceae,M ll. Arg.,species
Psychotria,hoffmannseggian,PSYCHO,Rubiaceae,(Willd. ex Roem. & Schult.) M ll. Arg.,species
Psychotria,huampamiensis,PSYCHU,Rubiaceae,C.M. Taylor,species
Psychotria,margarita,PSYCMA,Rubiaceae,,genus
Psychotria,microbotrys,PSYCMI,Rubiaceae,Ruiz ex standl.,species
Psychotria,ostreophora,PSYCOS,Rubiaceae,(Wernham) C.M. Taylor,species
Psychotria,paniculata,PSYCDE,Rubiaceae,(Aubl.) Raeusch.,species
Psychotria,poeppigiana,PSYCPO,Rubiaceae,M ll. Arg.,species
Psychotria,remota,PSYCRE,Rubiaceae,Benth.,species
Psychotria,romolerouxiana,PSYCON,Rubiaceae,C.M. Taylor,species
Psychotria,sacciformis,PSYCBO,Rubiaceae,C.M. Taylor,species
Psychotria,stenostachya,PSYCST,Rubiaceae,Standl.,species
Psychotria,stipudent,PSYCSD,Rubiaceae,,genus
Psychotria,tenuifolia,PSYCRO,Rubiaceae,Sw.,species
Psychotria,viridis,PSYCVI,Rubiaceae,Ruiz & Pav.,species
Pterocarpus,brillafuzzy,ZZFABR,Fabaceae,,genus
Pterocarpus,rohrii,PTERRH,Fabaceae,Vahl,species
Qualea,paraensis,QUALPA,Vochysiaceae,Ducke,species
Quararibea,amazonica,QUARAM,Malvaceae,Ulbr.,species
Quararibea,guianensis,QUARGU,Malvaceae,Aubl.,species
Quararibea,sesiblanca,QUARSE,Malvaceae,,genus
Quararibea,wittii,QUARWI,Malvaceae,K. Schum. & Ulbr.,species
Quiina,florida,QUIIFL,Ochnaceae,Tul.,species
Quiina,grande,QUIIGR,Ochnaceae,,genus
Quiina,grandifolia,QUIIGO,Ochnaceae,Mildbr.,species
Quiina,mediana,QUIIMD,Ochnaceae,,genus
Randia,armata,RANDGO,Rubiaceae,(Sw.) DC.,species
Randia,bigfuzzy,RANDBI,Rubiaceae,,genus
Randia,manolo,RANDMA,Rubiaceae,,genus
Randia,stipuloscabra,DUROES,Rubiaceae,,genus
Rauvolfia,praecox,RAUVPR,Apocynaceae,K. Schum. ex Markgr.,species
Rhamnidium,elaeocarpum,RHAMEL,Rhamnaceae,Reissek,species
Rhodostemonodaphne,granbrillacuspi,ZZLAGB,Lauraceae,,genus
Rhodostemonodaphne,juruensis,RHODJU,Lauraceae,(A.C. Sm.) Chanderbali,species
Rhodostemonodaphne,kunthiana,RHODKU,Lauraceae,(Nees) Rohwer,species
Rhodostemonodaphne,licanioides,RHODLI,Lauraceae,(A.C. Sm.) Madri  n,species
Rhodostemonodaphne,sordida,RHODSO,Lauraceae,Madri  n,species
Richeria,racemosa,RICHRA,Phyllanthaceae,(M ll. Arg.) M ll. Arg.Pax & K. Hoffm.,species
Rinorea,apiculata,RINOAP,Violaceae,Hekking,species
Rinorea,lindeniana,RINOLI,Violaceae,(Tul.) Kuntze,species
Rinorea,viridifolia,RINOVI,Violaceae,Rusby,species
Roupala,montana,ROUPMO,Proteaceae,Aubl.,species
Ruagea,insignis,RUAGIN,Meliaceae,(C. DC.) T.D. Penn.,species
Rudgea,bracteata,RUDGBR,Rubiaceae,J.H. Kirkbr.,species
Rudgea,fina,RUDGFI,Rubiaceae,,genus
Rudgea,japurensis,RUDGJA,Rubiaceae,M ll. Arg.,species
Rudgea,nodincho,RUDGNO,Rubiaceae,,genus
Ruizodendron,ovale,RUIZOV,Annonaceae,(Ruiz & Pav.) R.E. Fr.,species
Ryania,speciosa,RYANSP,Salicaceae,Vahl,species
Sagotia,racemosa,SAGORA,Euphorbiaceae,Baill.,species
Salacia,arbol,SALAAR,Celastraceae,,genus
Salacia,atenucrasa,SALAAT,Celastraceae,,genus
Salacia,macrantha,SALAMA,Celastraceae,A.C. Sm.,species
Salacia,ovalo,ZZHIOL,Celastraceae,,genus
Sanchezia,longiflora,SANCLO,Acanthaceae,(Hook.) Hook. f. ex Planch.,species
Sapium,largident,SAPILA,Euphorbiaceae,,genus
Sapium,primero,SAPIPR,Euphorbiaceae,,genus
Sapium,redonda,SAPIRE,Euphorbiaceae,,genus
Sarcaulus,brasiliensis,SARCBR,Sapotaceae,(A. DC.) Eyma,species
Sarcaulus,peloscostimpres,SARCPE,Sapotaceae,,genus
Sarcaulus,romolerouxii,SARCRO,Sapotaceae,,genus
Sarcaulus,vestitus,SARCVE,Sapotaceae,(Baehni) T.D. Penn.,species
Schefflera,morototoni,SCHEMO,Araliaceae,"(Aubl.) Maguire, Stey. & Frod.",species
Schizolobium,parahyba,SCHIPA,Fabaceae,(Vell.) S.F. Blake,species
Schoenobiblus,peruvianus,SCHOPO,Thymelaeaceae,Standl.,species
Schoepfia,lucida,SCHPLU,Schoepfiaceae,Pulle,species
Senna,bacillaris,SENNBA,Fabaceae,(L. f.) H.S. Irwin & Barneby,species
Senna,macrophylla,SENNMA,Fabaceae,(Kunth) H.S. Irwin & Barneby,species
Senna,trolliiflora,SENNTR,Fabaceae,H.S. Irwin & Barneby,species
Simaba,orinocensis,SIMAOR,Simaroubaceae,Kunth,species
Simaba,paraensis,SIMAPA,Simaroubaceae,Ducke,species
Simaba,polyphylla,SIMAPO,Simaroubaceae,(Cavalcante) W.W. Thomas,species
Simarouba,amara,SIMRAM,Simaroubaceae,Aubl.,species
Simira,cordifolia,SIMICO,Rubiaceae,(Hook. f.) Steyerm.,species
Simira,rubescens,SIMIRU,Rubiaceae,(Benth.) Bremek. ex Steyerm.,species
Siparuna,angostadiente,SIPAAN,Siparunaceae,,genus
Siparuna,bigll3A,SIPABI,Siparunaceae,,genus
Siparuna,cervicornis,SIPACE,Siparunaceae,Perkins,species
Siparuna,cuspidata,SIPACU,Siparunaceae,(Tul.) A. DC.,species
Siparuna,decipiens,SIPADE,Siparunaceae,(Tul.) A. DC.,species
Siparuna,grandiflora,SIPAGE,Siparunaceae,(Kunth) Perkins,species
Siparuna,macrotepala,SIPAMA,Siparunaceae,Perkins,species
Siparuna,poeppigii,SIPAPO,Siparunaceae,(Tul.) A. DC.,species
Siparuna,thecaphora,SIPATT,Siparunaceae,(Poepp. & Endl.) A. DC.,species
Sloanea,fragrans,SLOAFR,Elaeocarpaceae,Rusby,species
Sloanea,gigapulvi,SLOAGI,Elaeocarpaceae,,genus
Sloanea,granalargada,SLOAGR,Elaeocarpaceae,,genus
Sloanea,granredonda,SLOAGD,Elaeocarpaceae,,genus
Sloanea,guia,SLOAGU,Elaeocarpaceae,,genus
Sloanea,lace,SLOALE,Elaeocarpaceae,,genus
Sloanea,membramini,SLOAME,Elaeocarpaceae,,genus
Sloanea,nervi,SLOANE,Elaeocarpaceae,,genus
Sloanea,oak,SLOAOA,Elaeocarpaceae,,genus
Sloanea,oblonga,SLOAOG,Elaeocarpaceae,,genus
Sloanea,obtusifolia,SLOAOB,Elaeocarpaceae,(Moric.) Moric.K. Schum. in Mart.,species
Sloanea,oppd,SLOAOP,Elaeocarpaceae,,genus
Sloanea,pequrva,SLOAPE,Elaeocarpaceae,,genus
Sloanea,polvorojo,SLOAPO,Elaeocarpaceae,,genus
Sloanea,pubescens,SLOATO,Elaeocarpaceae,Benth.,species
Sloanea,robustipeq,SLOARO,Elaeocarpaceae,,genus
Sloanea,rufisessi,SLOARU,Elaeocarpaceae,,genus
Sloanea,synandra,SLOASY,Elaeocarpaceae,Spruce ex Benth.,species
Socratea,exorrhiza,SOCREX,Arecaceae,(Mart.) H. Wendl.,species
Solanum,altissimum,SOLAAL,Solanaceae,Ben tez,species
Solanum,calidum,CYPHPI,Solanaceae,Bohs,species
Solanum,grandiflorum,SOLAGD,Solanaceae,Ruiz & Pav.,species
Solanum,granmini,SOLAGR,Solanaceae,,genus
Solanum,lepidotum,SOLALP,Solanaceae,Dunal,species
Solanum,leptopodum,SOLALE,Solanaceae,Van Heurck & M ll. Arg.,species
Solanum,malletii,SOLAMA,Solanaceae,S. Knapp,species
Solanum,membra,CYPHME,Solanaceae,,genus
Solanum,sessile,SOLASE,Solanaceae,Ruiz & Pav.,species
Solanum,thelopodium,SOLATE,Solanaceae,Sendtn.,species
Sorocea,muriculata,SOROMU,Moraceae,Miq. in Mart.,species
Sorocea,pubivena,SOROPU,Moraceae,Hemsl.,species
Sorocea,steinbachii,SOROST,Moraceae,C.C. Berg,species
Sphinctanthus,maculatus,ZZRUNE,Rubiaceae,Spruce ex K. Schum.,species
Spondias,mombin,SPONMO,Anacardiaceae,L.,species
Sterculia,apeibophylla,STERAP,Malvaceae,Ducke,species
Sterculia,apetala,STERAT,Malvaceae,(Jacq.) H. Karst.,species
Sterculia,colombiana,STERCO,Malvaceae,Sprague,species
Sterculia,frondosa,STERFR,Malvaceae,Rich.,species
Sterculia,tessmannii,STERTE,Malvaceae,Mildbr.,species
Strychnos,darienensis,STRCDA,Loganiaceae,Seem.,species
Stryphnodendron,porcatum,STRYPO,Fabaceae,D.A. Neill & Occhioni f.,species
Stylogyne,longifolia,STYLLO,Primulaceae,(Mart. ex Miq.) Mez,species
Styrax,cordatus,STYRCO,Styracaceae,(Ruiz & Pav.) A. DC.,species
Styrax,guyanensis,STYRGU,Styracaceae,A. DC.,species
Swartzia,arborescens,SWARAR,Fabaceae,(Aubl.) Pittier,species
Swartzia,bombycina,SWARBO,Fabaceae,R.S. Cowan,species
Swartzia,calophylla,SWARSI,Fabaceae,Poepp.,species
Swartzia,cardiosperma,SWARCA,Fabaceae,Spruce ex Benth. in Mart.,species
Swartzia,multijuga,SWARMU,Fabaceae,Vogel,species
Swartzia,rosea,SWARBE,Fabaceae,Mart. ex Benth.,species
Symphonia,globulifera,SYMHGL,Clusiaceae,L. f.,species
Symplocos,arechea,SYMPAR,Symplocaceae,L'H r.,species
Tabebuia,ochracea,TABEOC,Bignoniaceae,(Cham.) Standl.,species
Tabebuia,serratifolia,TABESE,Bignoniaceae,(Vahl) G. Nicholson,species
Tabernaemontana,pequena,TABRPE,Apocynaceae,,genus
Tabernaemontana,sananho,TABRSA,Apocynaceae,Ruiz & Pav.,species
Tachigali,formicarum,TACHFO,Fabaceae,Harms,species
Tachigali,inconspicua,TACHPA,Fabaceae,van der Werff,species
Tachigali,paniculata,TACHPN,Fabaceae,Aubl.,species
Talisia,2-retic,TALIRE,Sapindaceae,,genus
Talisia,cerasina,TALICE,Sapindaceae,(Benth.) Radlk.,species
Talisia,gigapulvi,TALIGI,Sapindaceae,,genus
Talisia,pulvinote,TALIPU,Sapindaceae,,genus
Tapirira,guianensis,TAPIGU,Anacardiaceae,Aubl.,species
Tapirira,myriantha,TAPISA,Anacardiaceae,Triana & Planch.,species
Tapirira,obtusa,TAPIOB,Anacardiaceae,(Benth.) J.D. Mitch.,species
Tapura,juruana,TAPUJU,Dichapetalaceae,(Ule) Rizz.,species
Tapura,peruviana,TAPUPE,Dichapetalaceae,K. Krause,species
Terminalia,amazonia,TERMAM,Combretaceae,(J.F. Gmel.) Exell,species
Terminalia,axilpub,TERMAX,Combretaceae,,genus
Terminalia,oblonga,TERMOG,Combretaceae,(Ruiz & Pav.) Steud.,species
Tessmannianthus,heterostemon,TESSHE,Melastomataceae,Markgr.,species
Tetragastris,panamensis,TETGPA,Burseraceae,(Engl.) Kuntze,species
Tetrathylacium,macrophyllum,TETTMA,Salicaceae,Poepp. in Poepp. & Endl.,species
Tetrorchidium,macrophyllum,TETRMC,Euphorbiaceae,M ll. Arg.,species
Theobroma,speciosum,THEOSP,Malvaceae,Willd. ex Spreng.,species
Theobroma,subincanum,THEOSU,Malvaceae,Mart.,species
Thyrsodium,barniz,THYRBA,Anacardiaceae,,genus
Tococa,guianensis,TOCCGU,Melastomataceae,Aubl.,species
Tocoyena,williamsii,TOCOBU,Rubiaceae,Standl.,species
Tovomita,alargada,TOVOAL,Clusiaceae,,genus
Tovomita,grancrasa,TOVOGC,Clusiaceae,,genus
Tovomita,grande,TOVOGR,Clusiaceae,,genus
Tovomita,tyana,TOVOTY,Clusiaceae,,genus
Toxosiphon,trifoliatus,TOXITR,Rutaceae,(Pilg.) Kallunki,species
Trattinnickia,lancifolia,TRATLA,Burseraceae,(Cuatrec.) Daly,species
Trattinnickia,lawrancei,TRATAS,Burseraceae,(Standl.) Swart,species
Trattinnickia,pseudocedrela,TRATPS,Burseraceae,,genus
Trema,micrantha,TREMMI,Cannabaceae,(L.) Blume,species
Trichilia,adolfi,TRICAD,Meliaceae,Harms,species
Trichilia,cip,TRICCI,Meliaceae,,genus
Trichilia,densapunta,TRICDE,Meliaceae,,genus
Trichilia,elsae,TRICEL,Meliaceae,Harms in Engl. & Prantl,species
Trichilia,laxipaniculata,TRICLA,Meliaceae,Cuatrec.,species
Trichilia,maynasiana,TRICMA,Meliaceae,C. DC.,species
Trichilia,micrantha,TRICMI,Meliaceae,Benth.,species
Trichilia,miniraquis,TRICMN,Meliaceae,,genus
Trichilia,obovata,TRICOB,Meliaceae,W. Palacios,species
Trichilia,pallida,TRICPA,Meliaceae,Sw.,species
Trichilia,poeppigii,TRICPO,Meliaceae,C. DC.,species
Trichilia,quadrijuga,TRICQU,Meliaceae,Kunth,species
Trichilia,rubra,TRICRU,Meliaceae,C. DC.,species
Trichilia,septentrionalis,TRICSE,Meliaceae,C. DC.,species
Trichilia,solitudinis,TRICSO,Meliaceae,Harms,species
Trigynaea,triplinervis,TRIGTR,Annonaceae,D.M. Johnson & N.A. Murray,species
Triplaris,dugandii,TRIPDU,Polygonaceae,Brandbyge,species
Trymatococcus,amazonicus,TRYMAM,Moraceae,Poepp. & Endl.,species
Turpinia,occidentalis,TURPOC,Staphyleaceae,(Sw.) G. Don,species
Unidentified,alarganervi,ZZMEAL,Meliaceae,,family
Unidentified,amarillasper,ZZSAAM,Sapindaceae,,family
Unidentified,ampliovada,ZZRUAP,Rubiaceae,,family
Unidentified,atenumembra,ZZHIAT,Celastraceae,,family
Unidentified,bals,ZZLABL,Lauraceae,,family
Unidentified,bulondu,ZZMABU,Malpighiaceae,,family
Unidentified,chorongo,ZZLACR,Lauraceae,,family
Unidentified,cortezapeq,ZZMYCP,Myrtaceae,,family
Unidentified,diploglauco,ZZFADI,Fabaceae,,family
Unidentified,falsasalas,ZZMYFA,Myrtaceae,,family
Unidentified,furrycanela,ZZLAFU,Lauraceae,,family
Unidentified,granoscura,ZZMAGR,Malpighiaceae,,family
Unidentified,granverde,ZZLAGV,Lauraceae,,family
Unidentified,impresofalso,ZZLAIF,Lauraceae,,family
Unidentified,largoarco,ZZLALR,Lauraceae,,family
Unidentified,lisagroovy,ZZLALS,Lauraceae,,family
Unidentified,medpubinervi,ZZLAME,Lauraceae,,family
Unidentified,membrapelos,ZZMYMP,Myrtaceae,,family
Unidentified,miniopacangulo,ZZLAMO,Lauraceae,,family
Unidentified,myrtosco,ZZMAMY,Malpighiaceae,,family
Unidentified,ovni,ZZCOOV,Combretaceae,,family
Unidentified,pelonegro,ZZLAPO,Lauraceae,,family
Unidentified,prominsuave,ZZMYPR,Myrtaceae,,family
Unidentified,pseudoneoide,ZZRUPS,Rubiaceae,,family
Unidentified,rua,ZZSARU,Sapindaceae,,family
Unidentified,smedcheilo,ZZMYSD,Myrtaceae,,family
Unidentified,smedhipocrat,ZZMYSH,Myrtaceae,,family
Unidentified,smedpubicost,ZZMYSP,Myrtaceae,,family
Unidentified,talisiap,ZZPITA,Picramniaceae,,family
Unidentified,wilson,ZZRUWI,Rubiaceae,,family
Unidentified,Unidentified,UNIDEN,Unidentified,,Unidentified
Unonopsis,floribunda,UNONFL,Annonaceae,Diels,species
Unonopsis,veneficiorum,UNONVE,Annonaceae,(Mart.) R.E. Fr.,species
Urera,baccifera,URERBA,Urticaceae,(L.) Gaudich. ex Wedd.,species
Vantanea,guianensis,VANTGU,Humiriaceae,Aubl.,species
Vataireopsis,iglesiasii,VATAIG,Fabaceae,Ducke,species
Virola,dixonii,VIRODI,Myristicaceae,Little,species
Virola,duckei,VIRODU,Myristicaceae,A.C. Sm.,species
Virola,elongata,VIROEL,Myristicaceae,(Benth.) Warb.,species
Virola,flexuosa,VIROFL,Myristicaceae,A.C. Sm.,species
Virola,microfuzzy,VIROMI,Myristicaceae,,genus
Virola,mollissima,VIROMO,Myristicaceae,(Poepp. ex A. DC.) Warb.,species
Virola,multinervia,VIROMU,Myristicaceae,Ducke,species
Virola,obovata,VIROOB,Myristicaceae,Ducke,species
Virola,pavonis,VIROPA,Myristicaceae,( A.DC. ) A.C.Sm.,species
Virola,xx,VIROXX,Myristicaceae,,genus
Vismia,baccifera,VISMBA,Hypericaceae,(L.) Tr. & Pl.,species
Vismia,bosque,VISMBO,Hypericaceae,,genus
Vismia,floribunda,VISMFL,Hypericaceae,Sprague,species
Vismia,macrophylla,VISMMA,Hypericaceae,Kunth,species
Vismia,sprucei,VISMSP,Hypericaceae,Sprague,species
Vitex,schunkei,VITESC,Lamiaceae,Moldenke,species
Vitex,triflora,VITETR,Lamiaceae,Vahl,species
Vochysia,braceliniae,VOCHBR,Vochysiaceae,Standl.,species
Vochysia,grandis,VOCHGR,Vochysiaceae,Mart.,species
Vouarana,anomala,VOURAN,Sapindaceae,(Steyerm.) Acev.-Rodr.,species
Warszewiczia,coccinea,WARSCC,Rubiaceae,(Vahl) Klotzsch,species
Warszewiczia,cordata,WARSCO,Rubiaceae,Spruce ex K. Schum.,species
Wettinia,maynensis,WETTMA,Arecaceae,Spruce,species
Wittmackanthus,stanleyanus,WITTST,Rubiaceae,(R.H. Schomb.) Kuntze,species
Xylopia,cuspidata,XYLOCU,Annonaceae,Diels,species
Xylopia,sericea,XYLOLI,Annonaceae,A. St.-Hil.,species
Xylosma,glanredonda,XYLSGL,Salicaceae,,genus
Yasunia,sessiliflora,ZZLASU,Lauraceae,van der Werff,species
Zanthoxylum,brillante,ZANTBR,Rutaceae,,genus
Zanthoxylum,glanredonda,ZANTGL,Rutaceae,,genus
Zanthoxylum,margland,ZANTMA,Rutaceae,,genus
Zanthoxylum,nervi,ZANTNE,Rutaceae,,genus
Zanthoxylum,pendiente,ZANTPN,Rutaceae,,genus
Zanthoxylum,perp,ZANTPE,Rutaceae,,genus
Zanthoxylum,setulosum,ZANTSE,Rutaceae,P. Wilson,species
Zanthoxylum,suave,ZANTSU,Rutaceae,,genus
Ziziphus,cinnamomum,ZIZICI,Rhamnaceae,Triana & Planch.,species
Zygia,heteroneura,ZYGIHE,Fabaceae,Barneby & J.W. Grimes,species
Zygia,mediana,ZYGIME,Fabaceae,,genus
Zygia,pablo,ZYGIPA,Fabaceae,,genus